ensemblid	gene.name	chromosome	start_peak	end_peak	gene.regulation
ENSG00000273269	AC073283.3	2	47191864	47192224	NA
ENSG00000273269	AC073283.3	2	47193231	47193525	NA
ENSG00000273269	AC073283.3	2	47269576	47270085	NA
ENSG00000143933	CALM2	2	47076837	47077319	NA
ENSG00000143933	CALM2	2	47078942	47079233	NA
ENSG00000143933	CALM2	2	47119055	47119415	NA
ENSG00000143933	CALM2	2	47169027	47169306	NA
ENSG00000143933	CALM2	2	47191864	47192224	NA
ENSG00000143933	CALM2	2	47193231	47193525	NA
ENSG00000143933	CALM2	2	47269576	47270085	NA
ENSG00000119888	EPCAM	2	47269576	47270085	NA
ENSG00000119888	EPCAM	2	47303790	47304209	NA
ENSG00000119888	EPCAM	2	47309635	47309889	NA
ENSG00000095002	MSH2	2	47303790	47304209	NA
ENSG00000095002	MSH2	2	47309635	47309889	NA
ENSG00000170802	FOXN2	2	48343974	48344429	NA
ENSG00000170802	FOXN2	2	48341775	48342049	NA
ENSG00000170802	FOXN2	2	48345315	48345592	NA
ENSG00000162869	PPP1R21	2	48343974	48344429	NA
ENSG00000162869	PPP1R21	2	48341775	48342049	NA
ENSG00000162869	PPP1R21	2	48345315	48345592	NA
ENSG00000068878	PSME4	2	54038871	54039196	NA
ENSG00000068878	PSME4	2	54044075	54044303	NA
ENSG00000170634	ACYP2	2	54038871	54039196	NA
ENSG00000170634	ACYP2	2	54044075	54044303	NA
ENSG00000115306	SPTBN1	2	54532554	54532806	NA
ENSG00000115306	SPTBN1	2	54533074	54533274	NA
ENSG00000115306	SPTBN1	2	54545855	54546128	NA
ENSG00000214595	EML6	2	54626936	54627228	NA
ENSG00000214595	EML6	2	54634690	54634959	NA
ENSG00000115310	RTN4	2	55015580	55015798	NA
ENSG00000115310	RTN4	2	55097586	55097993	NA
ENSG00000115310	RTN4	2	55097023	55097355	NA
ENSG00000115310	RTN4	2	55109587	55109808	NA
ENSG00000138035	PNPT1	2	55779736	55779979	NA
ENSG00000115380	EFEMP1	2	55839231	55839438	NA
ENSG00000115380	EFEMP1	2	55995254	55995598	NA
ENSG00000115380	EFEMP1	2	55992534	55992813	NA
ENSG00000028116	VRK2	2	57882202	57882431	NA
ENSG00000115464	USP34	2	61419753	61420075	NA
ENSG00000115464	USP34	2	61456341	61456586	NA
ENSG00000082898	XPO1	2	61456341	61456586	NA
ENSG00000170340	B3GNT2	2	62216745	62217002	NA
ENSG00000186889	TMEM17	2	62424942	62425358	NA
ENSG00000186889	TMEM17	2	62570081	62570405	NA
ENSG00000186889	TMEM17	2	62578856	62579259	NA
ENSG00000186889	TMEM17	2	62578046	62578310	NA
ENSG00000115504	EHBP1	2	62578856	62579259	NA
ENSG00000115504	EHBP1	2	62578046	62578310	NA
ENSG00000115504	EHBP1	2	62654031	62654272	NA
ENSG00000115507	OTX1	2	63009569	63009820	NA
ENSG00000143951	WDPCP	2	63788065	63788376	NA
ENSG00000169764	UGP2	2	63788065	63788376	NA
ENSG00000115902	SLC1A4	2	64952999	64953252	NA
ENSG00000138071	ACTR2	2	65301074	65301369	NA
ENSG00000198369	SPRED2	2	65386375	65386643	NA
ENSG00000143971	ETAA1	2	67446619	67447025	NA
ENSG00000163217	BMP10	2	68828963	68829252	NA
ENSG00000183607	GKN2	2	68971814	68972142	NA
ENSG00000169605	GKN1	2	68971814	68972142	NA
ENSG00000169604	ANTXR1	2	68971814	68972142	NA
ENSG00000198380	GFPT1	2	69299858	69300165	NA
ENSG00000115977	AAK1	2	69772974	69773315	NA
ENSG00000087338	GMCL1	2	69772974	69773315	NA
ENSG00000087338	GMCL1	2	69781435	69781881	NA
ENSG00000087338	GMCL1	2	69781043	69781370	NA
ENSG00000087338	GMCL1	2	69779284	69779547	NA
ENSG00000124380	SNRNP27	2	69946430	69946741	NA
ENSG00000059728	MXD1	2	69946430	69946741	NA
ENSG00000244617	ASPRV1	2	69946430	69946741	NA
ENSG00000144036	EXOC6B	2	72757249	72757530	NA
ENSG00000144036	EXOC6B	2	72815769	72816032	NA
ENSG00000116096	SPR	2	72815769	72816032	NA
ENSG00000115353	TACR1	2	75146948	75147324	NA
ENSG00000115353	TACR1	2	75268291	75268515	NA
ENSG00000186854	TRABD2A	2	84904771	84905007	NA
ENSG00000186854	TRABD2A	2	84958246	84958942	NA
ENSG00000186854	TRABD2A	2	84959725	84960087	NA
ENSG00000034510	TMSB10	2	84958246	84958942	NA
ENSG00000034510	TMSB10	2	84959725	84960087	NA
ENSG00000176407	KCMF1	2	84904771	84905007	NA
ENSG00000176407	KCMF1	2	84958246	84958942	NA
ENSG00000176407	KCMF1	2	84959725	84960087	NA
ENSG00000152291	TGOLN2	2	85421389	85421846	NA
ENSG00000042445	RETSAT	2	85421389	85421846	NA
ENSG00000042445	RETSAT	2	85437577	85437955	NA
ENSG00000042445	RETSAT	2	85449295	85449629	NA
ENSG00000042445	RETSAT	2	85447467	85447735	NA
ENSG00000115459	ELMOD3	2	85421389	85421846	NA
ENSG00000115459	ELMOD3	2	85437577	85437955	NA
ENSG00000115459	ELMOD3	2	85449295	85449629	NA
ENSG00000115459	ELMOD3	2	85447467	85447735	NA
ENSG00000042493	CAPG	2	85421389	85421846	NA
ENSG00000042493	CAPG	2	85437577	85437955	NA
ENSG00000042493	CAPG	2	85449295	85449629	NA
ENSG00000042493	CAPG	2	85447467	85447735	NA
ENSG00000152292	SH2D6	2	85421389	85421846	NA
ENSG00000152292	SH2D6	2	85437577	85437955	NA
ENSG00000152292	SH2D6	2	85449295	85449629	NA
ENSG00000152292	SH2D6	2	85447467	85447735	NA
ENSG00000168906	MAT2A	2	85449295	85449629	NA
ENSG00000168906	MAT2A	2	85447467	85447735	NA
ENSG00000168899	VAMP5	2	85681366	85681641	NA
ENSG00000168894	RNF181	2	85681366	85681641	NA
ENSG00000168890	TMEM150A	2	85681366	85681641	NA
ENSG00000168883	USP39	2	85681366	85681641	NA
ENSG00000168887	C2orf68	2	85681366	85681641	NA
ENSG00000168887	C2orf68	2	85708595	85709142	NA
ENSG00000168887	C2orf68	2	85705600	85705939	NA
ENSG00000168878	SFTPB	2	85681366	85681641	NA
ENSG00000168878	SFTPB	2	85708595	85709142	NA
ENSG00000168878	SFTPB	2	85713163	85713605	NA
ENSG00000168878	SFTPB	2	85705600	85705939	NA
ENSG00000115523	GNLY	2	85681366	85681641	NA
ENSG00000115523	GNLY	2	85708595	85709142	NA
ENSG00000115523	GNLY	2	85713163	85713605	NA
ENSG00000115523	GNLY	2	85705600	85705939	NA
ENSG00000115523	GNLY	2	85772307	85772591	NA
ENSG00000168874	ATOH8	2	85681366	85681641	NA
ENSG00000168874	ATOH8	2	85708595	85709142	NA
ENSG00000168874	ATOH8	2	85713163	85713605	NA
ENSG00000168874	ATOH8	2	85705600	85705939	NA
ENSG00000168874	ATOH8	2	85772307	85772591	NA
ENSG00000168874	ATOH8	2	85806422	85806863	NA
ENSG00000115525	ST3GAL5	2	85806422	85806863	NA
ENSG00000115525	ST3GAL5	2	85924478	85924849	NA
ENSG00000115525	ST3GAL5	2	85935813	85936087	NA
ENSG00000068654	POLR1A	2	86017931	86018190	NA
ENSG00000132300	PTCD3	2	86017931	86018190	NA
ENSG00000249884	RNF103-CHMP3	2	86671626	86671942	NA
ENSG00000249884	RNF103-CHMP3	2	86694991	86695267	NA
ENSG00000239305	RNF103	2	86671626	86671942	NA
ENSG00000239305	RNF103	2	86694991	86695267	NA
ENSG00000153561	RMND5A	2	86671626	86671942	NA
ENSG00000153561	RMND5A	2	86694991	86695267	NA
ENSG00000172073	TEX37	2	88613973	88614232	NA
ENSG00000172071	EIF2AK3	2	88613973	88614232	NA
ENSG00000153574	RPIA	2	88613973	88614232	NA
ENSG00000153574	RPIA	2	88628186	88628452	NA
ENSG00000170485	NPAS2	2	100752609	100753357	NA
ENSG00000170485	NPAS2	2	100776482	100776660	NA
ENSG00000170485	NPAS2	2	100786310	100786542	NA
ENSG00000170485	NPAS2	2	100902976	100903205	NA
ENSG00000170485	NPAS2	2	100893871	100894173	NA
ENSG00000071082	RPL31	2	100902976	100903205	NA
ENSG00000071082	RPL31	2	101080176	101080830	NA
ENSG00000071054	MAP4K4	2	101737552	101737819	NA
ENSG00000115590	IL1R2	2	102027550	102027862	NA
ENSG00000115590	IL1R2	2	102048397	102048876	NA
ENSG00000115590	IL1R2	2	102064146	102064519	NA
ENSG00000115590	IL1R2	2	102083003	102083566	NA
ENSG00000115594	IL1R1	2	102027550	102027862	NA
ENSG00000115594	IL1R1	2	102048397	102048876	NA
ENSG00000115594	IL1R1	2	102083003	102083566	NA
ENSG00000115598	IL1RL2	2	102273789	102274099	NA
ENSG00000115602	IL1RL1	2	102273789	102274099	NA
ENSG00000115604	IL18R1	2	102273789	102274099	NA
ENSG00000196228	SULT1C3	2	108193230	108193723	NA
ENSG00000198203	SULT1C2	2	108193230	108193723	NA
ENSG00000198203	SULT1C2	2	108387993	108388270	NA
ENSG00000198203	SULT1C2	2	108385782	108386033	NA
ENSG00000198075	SULT1C4	2	108387993	108388270	NA
ENSG00000198075	SULT1C4	2	108385782	108386033	NA
ENSG00000198075	SULT1C4	2	108412911	108413357	NA
ENSG00000135968	GCC2	2	108387993	108388270	NA
ENSG00000135968	GCC2	2	108385782	108386033	NA
ENSG00000135968	GCC2	2	108492393	108492710	NA
ENSG00000135968	GCC2	2	108412911	108413357	NA
ENSG00000169756	LIMS1	2	108492393	108492710	NA
ENSG00000169756	LIMS1	2	108632393	108632713	NA
ENSG00000153201	RANBP2	2	108632393	108632713	NA
ENSG00000135960	EDAR	2	108975936	108976153	NA
ENSG00000135960	EDAR	2	108982367	108982658	NA
ENSG00000144063	MALL	2	110101492	110102160	NA
ENSG00000144063	MALL	2	110105985	110106368	NA
ENSG00000144061	NPHP1	2	110105985	110106368	NA
ENSG00000153094	BCL2L11	2	111179059	111179322	NA
ENSG00000153094	BCL2L11	2	111185613	111185876	NA
ENSG00000153107	ANAPC1	2	111957800	111958055	NA
ENSG00000153208	MERTK	2	111957800	111958055	NA
ENSG00000153214	TMEM87B	2	111957800	111958055	NA
ENSG00000144130	NT5DC4	2	112794268	112794622	NA
ENSG00000169607	CKAP2L	2	112794268	112794622	NA
ENSG00000115008	IL1A	2	112794268	112794622	NA
ENSG00000125538	IL1B	2	112794268	112794622	NA
ENSG00000136697	IL1F10	2	113159060	113159437	NA
ENSG00000136689	IL1RN	2	113159060	113159437	NA
ENSG00000125637	PSD4	2	113240896	113241345	NA
ENSG00000125637	PSD4	2	113253506	113253721	NA
ENSG00000125618	PAX8	2	113240896	113241345	NA
ENSG00000125618	PAX8	2	113253506	113253721	NA
ENSG00000125618	PAX8	2	113285100	113285349	NA
ENSG00000125618	PAX8	2	113283683	113284066	NA
ENSG00000125618	PAX8	2	113329044	113329252	NA
ENSG00000144119	C1QL2	2	119255870	119256194	NA
ENSG00000115107	STEAP3	2	119255870	119256194	NA
ENSG00000186132	C2orf76	2	119426069	119426392	NA
ENSG00000155368	DBI	2	119426069	119426392	NA
ENSG00000171227	TMEM37	2	119426069	119426392	NA
ENSG00000080293	SCTR	2	119426069	119426392	NA
ENSG00000144120	TMEM177	2	119649586	119649834	NA
ENSG00000115109	EPB41L5	2	120108039	120108424	NA
ENSG00000163083	INHBB	2	120399032	120399519	NA
ENSG00000115112	TFCP2L1	2	121185718	121186040	NA
ENSG00000115112	TFCP2L1	2	121197386	121197918	NA
ENSG00000074054	CLASP1	2	121627096	121627579	NA
ENSG00000169967	MAP3K2	2	127411210	127411538	NA
ENSG00000115718	PROC	2	127411210	127411538	NA
ENSG00000115718	PROC	2	127508656	127508880	NA
ENSG00000163166	IWS1	2	127508656	127508880	NA
ENSG00000169994	MYO7B	2	127508656	127508880	NA
ENSG00000196604	POTEF	2	130195239	130195517	NA
ENSG00000152076	CCDC74B	2	130195239	130195517	NA
ENSG00000136699	SMPD4	2	130195239	130195517	NA
ENSG00000152082	MZT2B	2	130195239	130195517	NA
ENSG00000152086	TUBA3E	2	130195239	130195517	NA
ENSG00000173302	GPR148	2	130824350	130824612	NA
ENSG00000178171	AMER3	2	130824350	130824612	NA
ENSG00000136002	ARHGEF4	2	130824350	130824612	NA
ENSG00000136002	ARHGEF4	2	130864856	130865114	NA
ENSG00000150551	LYPD1	2	132757310	132757631	NA
ENSG00000152127	MGAT5	2	134104172	134104432	NA
ENSG00000082258	CCNT2	2	134839702	134839976	NA
ENSG00000115919	KYNU	2	142863451	142863853	NA
ENSG00000115919	KYNU	2	142873346	142873741	NA
ENSG00000115919	KYNU	2	142874419	142874761	NA
ENSG00000115919	KYNU	2	142870685	142870958	NA
ENSG00000121964	GTDC1	2	144343248	144343416	NA
ENSG00000169554	ZEB2	2	144553290	144553857	NA
ENSG00000115963	RND3	2	150586878	150587250	NA
ENSG00000115963	RND3	2	150613012	150613297	NA
ENSG00000115963	RND3	2	150619961	150620223	NA
ENSG00000157827	FMNL2	2	152395188	152395439	NA
ENSG00000157827	FMNL2	2	152405255	152405573	NA
ENSG00000157827	FMNL2	2	152421575	152421901	NA
ENSG00000153234	NR4A2	2	156399134	156399522	NA
ENSG00000115159	GPD2	2	156399134	156399522	NA
ENSG00000136542	GALNT5	2	157173739	157174109	NA
ENSG00000136542	GALNT5	2	157182920	157183264	NA
ENSG00000248672	LY75-CD302	2	159946393	159946667	NA
ENSG00000054219	LY75	2	159946393	159946667	NA
ENSG00000115221	ITGB6	2	160228560	160229030	NA
ENSG00000115221	ITGB6	2	160228091	160228412	NA
ENSG00000136560	TANK	2	161228805	161229122	NA
ENSG00000115233	PSMD14	2	161228805	161229122	NA
ENSG00000115263	GCG	2	162244775	162244899	NA
ENSG00000115267	IFIH1	2	162244775	162244899	NA
ENSG00000115271	GCA	2	162244775	162244899	NA
ENSG00000182263	FIGN	2	163659218	163659537	NA
ENSG00000182263	FIGN	2	163667557	163667938	NA
ENSG00000082438	COBLL1	2	164810836	164811093	NA
ENSG00000082438	COBLL1	2	164826193	164826526	NA
ENSG00000198648	STK39	2	168278565	168278925	NA
ENSG00000172292	CERS6	2	168545639	168546027	NA
ENSG00000152253	SPC25	2	169012200	169012478	NA
ENSG00000152253	SPC25	2	169012200	169012478	NA
ENSG00000073734	ABCB11	2	169012200	169012478	NA
ENSG00000073734	ABCB11	2	169012200	169012478	NA
ENSG00000073734	ABCB11	2	169025999	169026399	NA
ENSG00000073734	ABCB11	2	169025999	169026399	NA
ENSG00000073734	ABCB11	2	169091901	169092284	NA
ENSG00000073734	ABCB11	2	169091901	169092284	NA
ENSG00000073737	DHRS9	2	169012200	169012478	NA
ENSG00000073737	DHRS9	2	169025999	169026399	NA
ENSG00000073737	DHRS9	2	169091901	169092284	NA
ENSG00000091428	RAPGEF4	2	172672210	172672488	NA
ENSG00000091436	MAP3K20	2	173048920	173049703	NA
ENSG00000144354	CDCA7	2	173432073	173432473	NA
ENSG00000172845	SP3	2	174050169	174050386	NA
ENSG00000115935	WIPF1	2	174606296	174606633	NA
ENSG00000115935	WIPF1	2	174614296	174614615	NA
ENSG00000138435	CHRNA1	2	174836586	174836886	NA
ENSG00000170144	HNRNPA3	2	177252120	177252370	NA
ENSG00000155657	TTN	2	178909693	178910326	NA
ENSG00000163492	CCDC141	2	179104555	179105137	NA
ENSG00000163492	CCDC141	2	179106659	179107195	NA
ENSG00000163492	CCDC141	2	179113953	179114159	NA
ENSG00000187231	SESTD1	2	179214720	179215012	NA
ENSG00000144331	ZNF385B	2	179954044	179954434	NA
ENSG00000163510	CWC22	2	179954044	179954434	NA
ENSG00000162998	FRZB	2	182916113	182916838	NA
ENSG00000065548	ZC3H15	2	186533678	186534101	NA
ENSG00000065548	ZC3H15	2	186544228	186544634	NA
ENSG00000065548	ZC3H15	2	186575196	186575550	NA
ENSG00000138448	ITGAV	2	186533678	186534101	NA
ENSG00000138448	ITGAV	2	186544228	186544634	NA
ENSG00000138448	ITGAV	2	186575196	186575550	NA
ENSG00000064989	CALCRL	2	187530059	187530378	NA
ENSG00000064989	CALCRL	2	187541595	187542091	NA
ENSG00000064989	CALCRL	2	187547426	187547753	NA
ENSG00000003436	TFPI	2	187530059	187530378	NA
ENSG00000003436	TFPI	2	187541595	187542091	NA
ENSG00000003436	TFPI	2	187547426	187547753	NA
ENSG00000144366	GULP1	2	188280827	188281219	NA
ENSG00000204262	COL5A2	2	189233545	189233826	NA
ENSG00000204262	COL5A2	2	189276432	189276687	NA
ENSG00000115368	WDR75	2	189411986	189412246	NA
ENSG00000187699	C2orf88	2	189934039	189934325	NA
ENSG00000151690	MFSD6	2	190468025	190468339	NA
ENSG00000151690	MFSD6	2	190501722	190502055	NA
ENSG00000151690	MFSD6	2	190499307	190499713	NA
ENSG00000189362	NEMP2	2	190468025	190468339	NA
ENSG00000189362	NEMP2	2	190501722	190502055	NA
ENSG00000189362	NEMP2	2	190499307	190499713	NA
ENSG00000115419	GLS	2	190939068	190939391	NA
ENSG00000115415	STAT1	2	191041736	191042147	NA
ENSG00000115415	STAT1	2	191049692	191050818	NA
ENSG00000115415	STAT1	2	191048121	191048379	NA
ENSG00000115415	STAT1	2	190939068	190939391	NA
ENSG00000138378	STAT4	2	191178835	191179276	NA
ENSG00000138378	STAT4	2	191178166	191178446	NA
ENSG00000138378	STAT4	2	191219457	191219721	NA
ENSG00000128641	MYO1B	2	191178835	191179276	NA
ENSG00000128641	MYO1B	2	191178166	191178446	NA
ENSG00000128641	MYO1B	2	191219457	191219721	NA
ENSG00000173559	NABP1	2	191637510	191637720	NA
ENSG00000173559	NABP1	2	191646561	191646794	NA
ENSG00000168497	CAVIN2	2	191866854	191867365	NA
ENSG00000168497	CAVIN2	2	191894803	191895255	NA
ENSG00000196950	SLC39A10	2	195520599	195520998	NA
ENSG00000081320	STK17B	2	196260163	196260522	NA
ENSG00000081320	STK17B	2	196259751	196260036	NA
ENSG00000081320	STK17B	2	196247235	196247680	NA
ENSG00000138411	HECW2	2	196608019	196608217	NA
ENSG00000144395	CCDC150	2	196608019	196608217	NA
ENSG00000065413	ANKRD44	2	197287047	197287566	NA
ENSG00000144381	HSPD1	2	197613450	197613925	NA
ENSG00000115540	MOB4	2	197613450	197613925	NA
ENSG00000162944	RFTN2	2	197613450	197613925	NA
ENSG00000247626	MARS2	2	197613450	197613925	NA
ENSG00000196141	SPATS2L	2	200300713	200301267	NA
ENSG00000196141	SPATS2L	2	200300394	200300494	NA
ENSG00000155729	KCTD18	2	200564242	200564435	NA
ENSG00000155729	KCTD18	2	200600672	200600880	NA
ENSG00000163535	SGO2	2	200564242	200564435	NA
ENSG00000163535	SGO2	2	200600672	200600880	NA
ENSG00000138356	AOX1	2	200564242	200564435	NA
ENSG00000138356	AOX1	2	200600672	200600880	NA
ENSG00000138356	AOX1	2	200624647	200625059	NA
ENSG00000138356	AOX1	2	200678207	200678583	NA
ENSG00000082153	BZW1	2	200748348	200748579	NA
ENSG00000082153	BZW1	2	200786414	200786729	NA
ENSG00000013441	CLK1	2	200786414	200786729	NA
ENSG00000155744	FAM126B	2	201126838	201127095	NA
ENSG00000155744	FAM126B	2	201124058	201124271	NA
ENSG00000155744	FAM126B	2	201149136	201149428	NA
ENSG00000155744	FAM126B	2	201151415	201151813	NA
ENSG00000119013	NDUFB3	2	201126838	201127095	NA
ENSG00000119013	NDUFB3	2	201124058	201124271	NA
ENSG00000119013	NDUFB3	2	201149136	201149428	NA
ENSG00000119013	NDUFB3	2	201151415	201151813	NA
ENSG00000003402	CFLAR	2	201126838	201127095	NA
ENSG00000003402	CFLAR	2	201124058	201124271	NA
ENSG00000003402	CFLAR	2	201149136	201149428	NA
ENSG00000003402	CFLAR	2	201151415	201151813	NA
ENSG00000003400	CASP10	2	201126838	201127095	NA
ENSG00000003400	CASP10	2	201124058	201124271	NA
ENSG00000003400	CASP10	2	201149136	201149428	NA
ENSG00000003400	CASP10	2	201151415	201151813	NA
ENSG00000064012	CASP8	2	201149136	201149428	NA
ENSG00000064012	CASP8	2	201151415	201151813	NA
ENSG00000155760	FZD7	2	202127661	202127829	NA
ENSG00000182329	KIAA2012	2	202127661	202127829	NA
ENSG00000173166	RAPH1	2	203544078	203544280	NA
ENSG00000173166	RAPH1	2	203544653	203544957	NA
ENSG00000178562	CD28	2	203743643	203743843	NA
ENSG00000118257	NRP2	2	205726561	205726779	NA
ENSG00000118257	NRP2	2	205731648	205731925	NA
ENSG00000118257	NRP2	2	205734528	205734831	NA
ENSG00000118257	NRP2	2	205748766	205749069	NA
ENSG00000023228	NDUFS1	2	206213389	206213664	NA
ENSG00000023228	NDUFS1	2	206213389	206213664	NA
ENSG00000114942	EEF1B2	2	206213389	206213664	NA
ENSG00000114942	EEF1B2	2	206213389	206213664	NA
ENSG00000183671	GPR1	2	206213389	206213664	NA
ENSG00000183671	GPR1	2	206213389	206213664	NA
ENSG00000204186	ZDBF2	2	206213389	206213664	NA
ENSG00000204186	ZDBF2	2	206213389	206213664	NA
ENSG00000118263	KLF7	2	207133924	207134379	NA
ENSG00000118263	KLF7	2	207164256	207164536	NA
ENSG00000118263	KLF7	2	207239212	207239511	NA
ENSG00000118263	KLF7	2	207258509	207258844	NA
ENSG00000163251	FZD5	2	207845189	207845535	NA
ENSG00000078018	MAP2	2	209383321	209383543	NA
ENSG00000078018	MAP2	2	209473867	209474186	NA
ENSG00000078018	MAP2	2	209472659	209473190	NA
ENSG00000078018	MAP2	2	209495816	209496322	NA
ENSG00000115365	LANCL1	2	210548914	210549383	NA
ENSG00000115365	LANCL1	2	210541359	210541650	NA
ENSG00000021826	CPS1	2	210548914	210549383	NA
ENSG00000021826	CPS1	2	210541359	210541650	NA
ENSG00000030419	IKZF2	2	213238953	213239589	NA
ENSG00000144451	SPAG16	2	213238953	213239589	NA
ENSG00000174453	VWC2L	2	214395094	214395387	NA
ENSG00000144452	ABCA12	2	215238561	215238791	NA
ENSG00000138363	ATIC	2	215238561	215238791	NA
ENSG00000138363	ATIC	2	215410967	215411180	NA
ENSG00000115414	FN1	2	215410967	215411180	NA
ENSG00000115414	FN1	2	215417438	215417731	NA
ENSG00000115414	FN1	2	215460754	215461048	NA
ENSG00000115414	FN1	2	215498423	215498730	NA
ENSG00000115414	FN1	2	215528563	215528818	NA
ENSG00000197756	RPL37A	2	216535519	216535754	NA
ENSG00000115457	IGFBP2	2	216535519	216535754	NA
ENSG00000079308	TNS1	2	218004159	218004372	NA
ENSG00000188282	RUFY4	2	218004159	218004372	NA
ENSG00000135925	WNT10A	2	218964215	218964522	NA
ENSG00000171450	CDK5R2	2	218964215	218964522	NA
ENSG00000163497	FEV	2	218964215	218964522	NA
ENSG00000163499	CRYBA2	2	218964215	218964522	NA
ENSG00000181378	CFAP65	2	218964215	218964522	NA
ENSG00000181378	CFAP65	2	219125207	219125575	NA
ENSG00000181378	CFAP65	2	219126720	219126981	NA
ENSG00000163501	IHH	2	218964215	218964522	NA
ENSG00000163501	IHH	2	219125207	219125575	NA
ENSG00000163501	IHH	2	219126720	219126981	NA
ENSG00000187736	NHEJ1	2	219125207	219125575	NA
ENSG00000187736	NHEJ1	2	219126720	219126981	NA
ENSG00000280537	AC068946.1	2	219125207	219125575	NA
ENSG00000280537	AC068946.1	2	219126720	219126981	NA
ENSG00000213901	SLC23A3	2	219125207	219125575	NA
ENSG00000213901	SLC23A3	2	219126720	219126981	NA
ENSG00000115649	CNPPD1	2	219125207	219125575	NA
ENSG00000115649	CNPPD1	2	219126720	219126981	NA
ENSG00000144567	RETREG2	2	219125207	219125575	NA
ENSG00000144567	RETREG2	2	219126720	219126981	NA
ENSG00000158552	ZFAND2B	2	219125207	219125575	NA
ENSG00000158552	ZFAND2B	2	219126720	219126981	NA
ENSG00000115657	ABCB6	2	219125207	219125575	NA
ENSG00000115657	ABCB6	2	219126720	219126981	NA
ENSG00000163082	SGPP2	2	222452492	222452728	NA
ENSG00000124003	MOGAT1	2	222756990	222757391	NA
ENSG00000123983	ACSL3	2	222788078	222788450	NA
ENSG00000123983	ACSL3	2	222782250	222782480	NA
ENSG00000123983	ACSL3	2	222796714	222797081	NA
ENSG00000123983	ACSL3	2	222792010	222792302	NA
ENSG00000123983	ACSL3	2	222837731	222838077	NA
ENSG00000152049	KCNE4	2	223099906	223100319	NA
ENSG00000171951	SCG2	2	223699448	223699880	NA
ENSG00000152056	AP1S3	2	223760088	223760421	NA
ENSG00000152056	AP1S3	2	223759654	223759929	NA
ENSG00000152056	AP1S3	2	223841543	223841693	NA
ENSG00000144460	NYAP2	2	225458437	225458724	NA
ENSG00000169047	IRS1	2	226738796	226739124	NA
ENSG00000169047	IRS1	2	226755122	226755540	NA
ENSG00000169047	IRS1	2	226756163	226756392	NA
ENSG00000144468	RHBDD1	2	226738796	226739124	NA
ENSG00000144468	RHBDD1	2	226755122	226755540	NA
ENSG00000144468	RHBDD1	2	226756163	226756392	NA
ENSG00000168958	MFF	2	227267819	227268130	NA
ENSG00000168958	MFF	2	227267431	227267648	NA
ENSG00000168958	MFF	2	227366941	227367338	NA
ENSG00000168958	MFF	2	227388741	227389120	NA
ENSG00000168958	MFF	2	227407767	227408146	NA
ENSG00000168955	TM4SF20	2	227366941	227367338	NA
ENSG00000168955	TM4SF20	2	227388741	227389120	NA
ENSG00000168955	TM4SF20	2	227407767	227408146	NA
ENSG00000168955	TM4SF20	2	227450312	227450716	NA
ENSG00000173744	AGFG1	2	227388741	227389120	NA
ENSG00000173744	AGFG1	2	227407767	227408146	NA
ENSG00000173744	AGFG1	2	227450312	227450716	NA
ENSG00000042304	C2orf83	2	227657263	227657562	NA
ENSG00000135917	SLC19A3	2	227657263	227657562	NA
ENSG00000115009	CCL20	2	227818068	227819178	NA
ENSG00000115009	CCL20	2	227864058	227864451	NA
ENSG00000115009	CCL20	2	227858245	227858555	NA
ENSG00000123977	DAW1	2	227818068	227819178	NA
ENSG00000123977	DAW1	2	227864058	227864451	NA
ENSG00000123977	DAW1	2	227858245	227858555	NA
ENSG00000171596	NMUR1	2	231604823	231605061	NA
ENSG00000177673	TEX44	2	231604823	231605061	NA
ENSG00000163286	ALPG	2	232378407	232378650	NA
ENSG00000163295	ALPI	2	232378407	232378650	NA
ENSG00000066248	NGEF	2	232988547	232988791	NA
ENSG00000066248	NGEF	2	233039243	233039591	NA
ENSG00000115488	NEU2	2	232988547	232988791	NA
ENSG00000115488	NEU2	2	233039243	233039591	NA
ENSG00000168918	INPP5D	2	232988547	232988791	NA
ENSG00000168918	INPP5D	2	232988547	232988791	NA
ENSG00000168918	INPP5D	2	233039243	233039591	NA
ENSG00000168918	INPP5D	2	233039243	233039591	NA
ENSG00000085978	ATG16L1	2	233296979	233297381	NA
ENSG00000085978	ATG16L1	2	233296979	233297381	NA
ENSG00000130561	SAG	2	233296979	233297381	NA
ENSG00000130561	SAG	2	233296979	233297381	NA
ENSG00000130561	SAG	2	233350865	233351081	NA
ENSG00000130561	SAG	2	233350865	233351081	NA
ENSG00000077044	DGKD	2	233296979	233297381	NA
ENSG00000077044	DGKD	2	233296979	233297381	NA
ENSG00000077044	DGKD	2	233350865	233351081	NA
ENSG00000077044	DGKD	2	233350865	233351081	NA
ENSG00000077044	DGKD	2	233413629	233414080	NA
ENSG00000077044	DGKD	2	233413629	233414080	NA
ENSG00000077044	DGKD	2	233422407	233422700	NA
ENSG00000077044	DGKD	2	233422407	233422700	NA
ENSG00000085982	USP40	2	233487059	233487646	NA
ENSG00000085982	USP40	2	233557056	233557588	NA
ENSG00000242366	UGT1A8	2	233557056	233557588	NA
ENSG00000242366	UGT1A8	2	233668631	233669028	NA
ENSG00000242366	UGT1A8	2	233699762	233700582	NA
ENSG00000242515	UGT1A10	2	233557056	233557588	NA
ENSG00000242515	UGT1A10	2	233668631	233669028	NA
