ensemblid	gene.name	chromosome	start	end	gene.regulation
ENSG00000168522	FNTA	8	42934194	43134195	random
ENSG00000177479	ARIH2	3	48818821	49018822	random
ENSG00000141522	ARHGDIA	17	81771378	81971379	random
ENSG00000104381	GDAP1	8	74221130	74421131	random
ENSG00000138081	FBXO11	2	47805793	48005794	random
ENSG00000168283	BMI1	10	22221099	22421100	random
ENSG00000073921	PICALM	11	85969882	86169883	random
ENSG00000117500	TMED5	1	93080516	93280517	random
ENSG00000114098	ARMC8	3	138087248	138287249	random
ENSG00000172572	PDE3A	12	20269245	20469246	random
ENSG00000196730	DAPK1	9	87397228	87597229	random
ENSG00000139132	FGD4	12	32299529	32499530	random
ENSG00000198964	SGMS1	10	50525163	50725164	random
ENSG00000140395	WDR61	15	78199703	78399704	random
ENSG00000169032	MAP2K1	15	66286817	66486818	random
ENSG00000104549	SQLE	8	124898497	125098498	random
ENSG00000114503	NCBP2	3	196842594	197042595	random
ENSG00000175073	VCPIP1	8	66567231	66767232	random
ENSG00000082805	ERC1	12	890509	1090510	random
ENSG00000163539	CLASP2	3	33618356	33818357	random
ENSG00000116984	MTR	1	236695292	236895293	random
ENSG00000107937	GTPBP4	10	888434	1088435	random
ENSG00000178952	TUFM	16	28746348	28946349	random
ENSG00000021776	AQR	15	34869742	35069743	random
ENSG00000164031	DNAJB14	4	99846618	100046619	random
ENSG00000004455	AK2	1	32980996	33180997	random
ENSG00000113300	CNOT6	5	180394379	180594380	random
ENSG00000178035	IMPDH2	3	48929408	49129409	random
ENSG00000087302	RTRAF	14	51889514	52089515	random
ENSG00000182149	IST1	16	71745996	71945997	random
ENSG00000101557	USP14	18	58383	258384	random
ENSG00000109332	UBE2D3	4	102768896	102968897	random
ENSG00000145734	BDP1	5	71355651	71555652	random
ENSG00000049656	CLPTM1L	5	1245099	1445100	random
ENSG00000177697	CD151	11	732887	932888	random
ENSG00000084112	SSH1	12	108757590	108957591	random
ENSG00000132485	ZRANB2	1	70981289	71181290	random
ENSG00000040199	PHLPP2	16	71624701	71824702	random
ENSG00000139793	MBNL2	13	97121434	97321435	random
ENSG00000085982	USP40	2	233466782	233666783	random
ENSG00000124383	MPHOSPH10	2	71030632	71230633	random
ENSG00000087470	DNM1L	12	32579200	32779201	random
ENSG00000104131	EIF3J	15	44437125	44637126	random
ENSG00000169223	LMAN2	5	177251668	177451669	random
ENSG00000143621	ILF2	1	153571028	153771029	random
ENSG00000155097	ATP6V1C1	8	102921063	103121064	random
ENSG00000155545	MIER3	5	56871675	57071676	random
ENSG00000163938	GNL3	3	52581156	52781157	random
ENSG00000156162	DPY19L4	8	94619703	94819704	random
ENSG00000166333	ILK	11	6503708	6703709	random
ENSG00000182512	GLRX5	14	95433503	95633504	random
ENSG00000155368	DBI	2	119266921	119466922	random
ENSG00000115946	PNO1	2	68057888	68257889	random
ENSG00000075420	FNDC3B	3	171939578	172139579	random
ENSG00000151718	WWC2	4	182999257	183199258	random
ENSG00000168488	ATXN2L	16	28723035	28923036	random
ENSG00000185009	AP3M1	10	74051063	74251064	random
ENSG00000183020	AP2A2	11	824894	1024895	random
ENSG00000072310	SREBF1	17	17737011	17937012	random
ENSG00000143819	EPHX1	1	225710092	225910093	random
ENSG00000136937	NCBP1	9	97533668	97733669	random
ENSG00000128463	EMC4	15	34125013	34325014	random
ENSG00000115368	WDR75	2	189341446	189541447	random
ENSG00000163602	RYBP	3	72346621	72546622	random
ENSG00000136051	WASHC4	12	105007324	105207325	random
ENSG00000116539	ASH1L	1	155462807	155662808	random
ENSG00000164603	BMT2	7	112839875	113039876	random
ENSG00000139684	ESD	13	46697161	46897162	random
ENSG00000111907	TPD52L1	6	125019049	125219050	random
ENSG00000141425	RPRD1A	18	35967576	36167577	random
ENSG00000149311	ATM	11	108122484	108322485	random
ENSG00000065548	ZC3H15	2	186386253	186586254	random
ENSG00000171208	NETO2	16	47043997	47243998	random
ENSG00000136636	KCTD3	1	215467304	215667305	random
ENSG00000137955	RABGGTB	1	75686197	75886198	random
ENSG00000120690	ELF1	13	40961440	41161441	random
ENSG00000064115	TM7SF3	12	26914434	27114435	random
ENSG00000014824	SLC30A9	4	41890502	42090503	random
ENSG00000091483	FH	1	241419761	241619762	random
ENSG00000171603	CLSTN1	1	9724526	9924527	random
ENSG00000153914	SREK1	5	66039971	66239972	random
ENSG00000169057	MECP2	X	154037103	154237104	random
ENSG00000082701	GSK3B	3	119994417	120194418	random
ENSG00000163320	CGGBP1	3	88049885	88249886	random
ENSG00000010244	ZNF207	17	32250117	32450118	random
ENSG00000172172	MRPL13	8	120345402	120545403	random
ENSG00000130309	COLGALT1	19	17455649	17655650	random
ENSG00000111843	TMEM14C	6	10622915	10822916	random
ENSG00000131653	TRAF7	16	2055698	2255699	random
ENSG00000123200	ZC3H13	13	45952759	46152760	random
ENSG00000144713	RPL32	3	12741588	12941589	random
ENSG00000134001	EIF2S1	14	67260328	67460329	random
ENSG00000277443	MARCKS	6	113757345	113957346	random
ENSG00000172667	ZMAT3	3	178972215	179172216	random
ENSG00000144895	EIF2A	3	150446678	150646679	random
ENSG00000065154	OAT	10	124318976	124518977	random
ENSG00000167522	ANKRD11	16	89390561	89590562	random
ENSG00000161970	RPL26	17	8283213	8483214	random
ENSG00000140943	MBTPS1	16	84016942	84216943	random
ENSG00000157954	WIPI2	7	5090196	5290197	random
ENSG00000129474	AJUBA	14	22882551	23082552	random
ENSG00000110756	HPS5	11	18222198	18422199	random
ENSG00000117222	RBBP5	1	205022015	205222016	random
ENSG00000203668	CHML	1	241540254	241740255	random
ENSG00000104331	IMPAD1	8	56893867	57093868	random
ENSG00000143570	SLC39A1	1	153868184	154068185	random
ENSG00000090861	AARS	16	70189543	70389544	random
ENSG00000261236	BOP1	8	144191438	144391439	random
ENSG00000163191	S100A11	1	151947907	152147908	random
ENSG00000204256	BRD2	6	32868594	33068595	random
ENSG00000168264	IRF2BP2	1	234509525	234709526	random
ENSG00000129128	SPCS3	4	176219966	176419967	random
ENSG00000083520	DIS3	13	72682096	72882097	random
ENSG00000137936	BCAR3	1	93747150	93947151	random
ENSG00000100813	ACIN1	14	22995614	23195615	random
ENSG00000117899	MESD	15	80889828	81089829	random
ENSG00000111237	VPS29	12	110402117	110602118	random
ENSG00000004478	FKBP4	12	2694970	2894971	random
ENSG00000143797	MBOAT2	2	8903709	9103710	random
ENSG00000136448	NMT1	17	44951610	45151611	random
ENSG00000196576	PLXNB2	22	50207646	50407647	random
ENSG00000133872	SARAF	8	29983208	30183209	random
ENSG00000017260	ATP2C1	3	130750595	130950596	random
ENSG00000139324	TMTC3	12	88042296	88242297	random
ENSG00000108946	PRKAR1A	17	68411780	68611781	random
ENSG00000149273	RPS3	11	75299515	75499516	random
ENSG00000109133	TMEM33	4	41835129	42035130	random
ENSG00000158669	GPAT4	8	41477187	41677188	random
ENSG00000136451	VEZF1	17	57888259	58088260	random
ENSG00000065978	YBX1	1	42582418	42782419	random
ENSG00000107937	GTPBP4	10	888434	1088435	random
ENSG00000180530	NRIP1	21	14965936	15165937	random
ENSG00000197170	PSMD12	17	67266605	67466606	random
ENSG00000138018	SELENOI	2	26208547	26408548	random
ENSG00000108602	ALDH3A1	17	19648943	19848944	random
ENSG00000112739	PRPF4B	6	3921267	4121268	random
ENSG00000197969	VPS13A	9	77077445	77277446	random
ENSG00000188647	PTAR1	9	69660011	69860012	random
ENSG00000144357	UBR3	2	169727458	169927459	random
ENSG00000170558	CDH2	18	28077130	28277131	random
ENSG00000180957	PITPNB	22	27820134	28020135	random
ENSG00000122692	SMU1	9	32976674	33176675	random
ENSG00000013275	PSMC4	19	39871005	40071006	random
ENSG00000111145	ELK3	12	96094375	96294376	random
ENSG00000141425	RPRD1A	18	35967576	36167577	random
ENSG00000115207	GTF3C2	2	27257034	27457035	random
ENSG00000140262	TCF12	15	56818623	57018624	random
ENSG00000136731	UGGT1	2	127991200	128191201	random
ENSG00000175029	CTBP2	10	125061170	125261171	random
ENSG00000078747	ITCH	20	34263241	34463242	random
ENSG00000082701	GSK3B	3	119994417	120194418	random
ENSG00000115084	SLC35F5	2	113656693	113856694	random
ENSG00000077044	DGKD	2	233254507	233454508	random
ENSG00000106723	SPIN1	9	88288430	88488431	random
ENSG00000106609	TMEM248	7	66821225	67021226	random
ENSG00000172531	PPP1CA	11	67321183	67521184	random
ENSG00000253352	TUG1	22	30869245	31069246	random
ENSG00000065000	AP3D1	19	2064468	2264469	random
ENSG00000103769	RAB11A	15	65626054	65826055	random
ENSG00000046604	DSG2	18	31398177	31598178	random
ENSG00000072364	AFF4	5	132863634	133063635	random
ENSG00000091140	DLD	7	107791162	107991163	random
ENSG00000198087	CD2AP	6	47377789	47577790	random
ENSG00000142534	RPS11	19	49396365	49596366	random
ENSG00000090861	AARS	16	70189543	70389544	random
ENSG00000119185	ITGB1BP1	2	9323547	9523548	random
ENSG00000128791	TWSG1	18	9234767	9434768	random
ENSG00000104756	KCTD9	8	25358476	25558477	random
ENSG00000047849	MAP4	3	47989272	48189273	random
ENSG00000108010	GLRX3	10	130036391	130236392	random
ENSG00000089063	TMEM230	20	5013103	5213104	random
ENSG00000168439	STIP1	11	64085272	64285273	random
ENSG00000134371	CDC73	1	193021958	193221959	random
ENSG00000111669	TPI1	12	6767119	6967120	random
ENSG00000156261	CCT8	21	28973797	29173798	random
ENSG00000119402	FBXW2	9	120693416	120893417	random
ENSG00000128595	CALU	7	128639292	128839293	random
ENSG00000198856	OSTC	4	108550585	108750586	random
ENSG00000162961	DPY30	2	31939805	32139806	random
ENSG00000099783	HNRNPM	19	8344767	8544768	random
ENSG00000005884	ITGA3	17	49955968	50155969	random
ENSG00000139687	RB1	13	48203726	48403727	random
ENSG00000145740	SLC30A5	5	68993949	69193950	random
ENSG00000079785	DDX1	2	15491178	15691179	random
ENSG00000123131	PRDX4	X	23564262	23764263	random
ENSG00000106263	EIF3B	7	2254086	2454087	random
ENSG00000083857	FAT1	4	186626722	186826723	random
ENSG00000103342	GSPT1	16	11816082	12016083	random
ENSG00000103769	RAB11A	15	65626054	65826055	random
ENSG00000170315	UBB	17	16280798	16480799	random
ENSG00000105323	HNRNPUL1	19	41162496	41362497	random
ENSG00000077147	TM9SF3	10	96487452	96687453	random
ENSG00000089157	RPLP0	12	120101235	120301236	random
ENSG00000115524	SF3B1	2	197335091	197535092	random
ENSG00000164733	CTSB	8	11769448	11969449	random
ENSG00000106853	PTGR1	9	111499893	111699894	random
ENSG00000171863	RPS7	2	3475260	3675261	random
ENSG00000206053	JPT2	16	1578256	1778257	random
ENSG00000105971	CAV2	7	116187380	116387381	random
ENSG00000155506	LARP1	5	154612843	154812844	random
ENSG00000007202	KIAA0100	17	28545454	28745455	random
ENSG00000087460	GNAS	20	58739718	58939719	random
ENSG00000130935	NOL11	17	67617931	67817932	random
ENSG00000170275	CRTAP	3	33013979	33213980	random
ENSG00000065978	YBX1	1	42582418	42782419	random
ENSG00000197956	S100A6	1	153436244	153636245	random
ENSG00000075415	SLC25A3	12	98493591	98693592	random
ENSG00000119335	SET	9	128583424	128783425	random
ENSG00000100345	MYH9	22	36288067	36488068	random
ENSG00000174444	RPL4	15	66424532	66624533	random
ENSG00000114978	MOB1A	2	74078898	74278899	random
ENSG00000165732	DDX21	10	68856170	69056171	random
ENSG00000211459	MT-RNR1	MT	0	100649	random
ENSG00000131711	MAP1B	5	72007234	72207235	random
ENSG00000074800	ENO1	1	8779190	8979191	random
ENSG00000204262	COL5A2	2	189125312	189325313	random
ENSG00000167978	SRRM2	16	2652626	2852627	random
ENSG00000067167	TRAM1	8	70508416	70708417	random
ENSG00000082898	XPO1	2	61438626	61638627	random
ENSG00000251562	MALAT1	11	65397688	65597689	random
ENSG00000120129	DUSP1	5	172671195	172871196	random
ENSG00000107372	ZFAND5	9	72265235	72465236	random
ENSG00000143549	TPM3	1	154094648	154294649	random
ENSG00000112081	SRSF3	6	36494353	36694354	random
ENSG00000130402	ACTN4	19	38547649	38747650	random
ENSG00000141367	CLTC	17	59519689	59719690	random
ENSG00000156508	EEF1A1	6	73423797	73623798	random
ENSG00000111319	SCNN1A	12	6277730	6477731	up-regulated
ENSG00000114107	CEP70	3	138494538	138694539	up-regulated
ENSG00000173698	ADGRG2	X	19022637	19222638	up-regulated
ENSG00000155465	SLC7A7	14	22729820	22929821	up-regulated
ENSG00000182749	PAQR7	1	25771253	25971254	up-regulated
ENSG00000185432	METTL7A	12	50823472	51023473	up-regulated
ENSG00000058668	ATP2B4	1	203526561	203726562	up-regulated
ENSG00000213853	EMP2	16	10480632	10680633	up-regulated
ENSG00000189057	FAM111B	11	59007185	59207186	down-regulated
ENSG00000105928	GSDME	7	24657940	24857941	up-regulated
ENSG00000086062	B4GALT1	9	33067356	33267357	up-regulated
ENSG00000114423	CBLB	3	105769552	105969553	up-regulated
ENSG00000094804	CDC6	17	40187879	40387880	down-regulated
ENSG00000173715	C11orf80	11	66644451	66844452	up-regulated
ENSG00000168411	RFWD3	16	74566877	74766878	down-regulated
ENSG00000112414	ADGRG6	6	142201854	142401855	up-regulated
ENSG00000166741	NNMT	11	114157787	114357788	up-regulated
ENSG00000120539	MASTL	10	27054824	27254825	down-regulated
ENSG00000069188	SDK2	17	73544445	73744446	up-regulated
ENSG00000174371	EXO1	1	241747967	241947968	down-regulated
ENSG00000076003	MCM6	2	135776443	135976444	down-regulated
ENSG00000072071	ADGRL1	19	14106187	14306188	up-regulated
ENSG00000122952	ZWINT	10	56261273	56461274	down-regulated
ENSG00000065328	MCM10	10	13061554	13261555	down-regulated
ENSG00000132965	ALOX5AP	13	30613478	30813479	up-regulated
ENSG00000092470	WDR76	15	43726980	43926981	down-regulated
ENSG00000146670	CDCA5	11	64984164	65184165	down-regulated
ENSG00000189221	MAOA	X	43554907	43754908	up-regulated
ENSG00000185745	IFIT1	10	89292546	89492547	up-regulated
ENSG00000145687	SSBP2	5	81651797	81851798	up-regulated
ENSG00000167513	CDT1	16	88703789	88903790	down-regulated
ENSG00000095002	MSH2	2	47302969	47502970	down-regulated
ENSG00000133401	PDZD2	5	31539131	31739132	up-regulated
ENSG00000151726	ACSL1	4	184726818	184926819	up-regulated
ENSG00000143476	DTL	1	211935553	212135554	down-regulated
ENSG00000155254	MARVELD1	10	97613173	97813174	up-regulated
ENSG00000116062	MSH6	2	47595530	47795531	down-regulated
ENSG00000104738	MCM4	8	47860185	48060186	down-regulated
ENSG00000066629	EML1	14	99637693	99837694	down-regulated
ENSG00000152767	FARP1	13	98042562	98242563	up-regulated
ENSG00000162434	JAK1	1	64866549	65066550	up-regulated
ENSG00000167670	CHAF1A	19	4302640	4502641	down-regulated
ENSG00000147689	FAM83A	8	123078960	123278961	up-regulated
ENSG00000131069	ACSS2	20	34772146	34972147	up-regulated
ENSG00000164045	CDC25A	3	48088402	48288403	down-regulated
ENSG00000078114	NEBL	10	21074187	21274188	up-regulated
ENSG00000179593	ALOX15B	17	7939034	8139035	up-regulated
ENSG00000102763	VWA8	13	41861120	42061121	up-regulated
ENSG00000143382	ADAMTSL4	1	150449369	150649370	up-regulated
ENSG00000163918	RFC4	3	186707058	186907059	down-regulated
ENSG00000135519	KCNH3	12	49439030	49639031	down-regulated
ENSG00000117592	PRDX6	1	173377330	173577331	up-regulated
ENSG00000160949	TONSL	8	144344440	144544441	down-regulated
ENSG00000129292	PHF20L1	8	132675358	132875359	up-regulated
ENSG00000134531	EMP1	12	13096723	13296724	up-regulated
ENSG00000167323	STIM1	11	3754527	3954528	up-regulated
ENSG00000136824	SMC2	9	103994260	104194261	down-regulated
ENSG00000213625	LEPROT	1	65320587	65520588	up-regulated
ENSG00000175643	RMI2	16	11149619	11349620	down-regulated
ENSG00000166402	TUB	11	7919244	8119245	down-regulated
ENSG00000158769	F11R	1	160921343	161121344	up-regulated
ENSG00000138356	AOX1	2	200486014	200686015	up-regulated
ENSG00000140525	FANCI	15	89143949	89343950	down-regulated
ENSG00000131724	IL13RA1	X	118627133	118827134	up-regulated
ENSG00000131016	AKAP12	6	151139967	151339968	up-regulated
ENSG00000133216	EPHB2	1	22610839	22810840	down-regulated
ENSG00000221829	FANCG	9	34980016	35180017	down-regulated
ENSG00000197256	KANK2	19	11097791	11297792	up-regulated
ENSG00000159259	CHAF1B	21	36285392	36485393	down-regulated
ENSG00000187741	FANCA	16	89716657	89916658	down-regulated
ENSG00000183092	BEGAIN	14	100487413	100687414	down-regulated
ENSG00000213949	ITGA1	5	52687896	52887897	up-regulated
ENSG00000131323	TRAF3	14	102677476	102877477	down-regulated
ENSG00000116667	C1orf21	1	184287029	184487030	up-regulated
ENSG00000160796	NBEAL2	3	46879683	47079684	up-regulated
ENSG00000163082	SGPP2	2	222324543	222524544	up-regulated
ENSG00000104044	OCA2	15	27999315	28199316	up-regulated
ENSG00000122862	SRGN	10	68988103	69188104	up-regulated
ENSG00000137809	ITGA11	15	68332163	68532164	down-regulated
ENSG00000161533	ACOX1	17	75879177	76079178	up-regulated
ENSG00000165244	ZNF367	9	96318370	96518371	down-regulated
ENSG00000167325	RRM1	11	3994707	4194708	down-regulated
ENSG00000175130	MARCKSL1	1	32236233	32436234	down-regulated
ENSG00000154065	ANKRD29	18	23562911	23762912	up-regulated
ENSG00000117594	HSD11B1	1	209586178	209786179	up-regulated
ENSG00000171560	FGA	4	154490745	154690746	up-regulated
ENSG00000124225	PMEPA1	20	57611536	57811537	down-regulated
ENSG00000133131	MORC4	X	106900212	107100213	down-regulated
ENSG00000177602	HASPIN	17	3623903	3823904	down-regulated
ENSG00000154678	PDE1C	7	32199329	32399330	down-regulated
ENSG00000173559	NABP1	2	191578068	191778069	up-regulated
ENSG00000159640	ACE	17	63377061	63577062	up-regulated
ENSG00000104332	SFRP1	8	41209473	41409474	down-regulated
ENSG00000271447	MMP28	17	35695707	35895708	up-regulated
ENSG00000115461	IGFBP5	2	216595549	216795550	down-regulated
ENSG00000109805	NCAPG	4	17710979	17910980	down-regulated
ENSG00000158470	B4GALT5	20	49613878	49813879	up-regulated
ENSG00000092853	CLSPN	1	35669978	35869979	down-regulated
ENSG00000111445	RFC5	12	117913588	118113589	down-regulated
ENSG00000141338	ABCA8	17	68855392	69055393	up-regulated
ENSG00000180287	PLD5	1	242424696	242624697	up-regulated
ENSG00000205726	ITSN1	21	33542400	33742401	up-regulated
ENSG00000112118	MCM3	6	52184881	52384882	down-regulated
ENSG00000147536	GINS4	8	41429218	41629219	down-regulated
ENSG00000158747	NBL1	1	19496979	19696980	up-regulated
ENSG00000152689	RASGRP3	2	33336324	33536325	down-regulated
ENSG00000186198	SLC51B	15	64945387	65145388	up-regulated
ENSG00000115902	SLC1A4	2	64888477	65088478	down-regulated
ENSG00000163993	S100P	4	6593878	6793879	up-regulated
ENSG00000106462	EZH2	7	148784321	148984322	down-regulated
ENSG00000101412	E2F1	20	33586385	33786386	down-regulated
ENSG00000166825	ANPEP	15	89715401	89915402	up-regulated
ENSG00000181885	CLDN7	17	7163983	7363984	up-regulated
ENSG00000168785	TSPAN5	4	98558611	98758612	down-regulated
ENSG00000132915	PDE6A	5	149844793	150044794	up-regulated
ENSG00000054277	OPN3	1	241577376	241777377	up-regulated
ENSG00000177189	RPS6KA3	X	20167519	20367520	down-regulated
ENSG00000168447	SCNN1B	16	23178231	23378232	up-regulated
ENSG00000012048	BRCA1	17	43070245	43270246	down-regulated
ENSG00000276980	AC008760.2	19	6617742	6817743	up-regulated
ENSG00000137699	TRIM29	11	120085529	120285530	up-regulated
ENSG00000122786	CALD1	7	134644252	134844253	up-regulated
ENSG00000175662	TOM1L2	17	17872422	18072423	up-regulated
ENSG00000131470	PSMC3IP	17	42477831	42677832	down-regulated
ENSG00000130518	IQCN	19	18174509	18374510	up-regulated
ENSG00000147324	MFHAS1	8	8793630	8993631	down-regulated
ENSG00000234127	TRIM26	6	30113427	30313428	up-regulated
ENSG00000146674	IGFBP3	7	45821874	46021875	down-regulated
ENSG00000169604	ANTXR1	2	68913178	69113179	down-regulated
ENSG00000137522	RNF121	11	71829018	72029019	down-regulated
ENSG00000111249	CUX2	12	110934165	111134166	up-regulated
ENSG00000138641	HERC3	4	88492434	88692435	up-regulated
ENSG00000166589	CDH16	16	66818917	67018918	up-regulated
ENSG00000144554	FANCD2	3	9926414	10126415	down-regulated
ENSG00000133119	RFC3	13	33718069	33918070	down-regulated
ENSG00000146374	RSPO3	6	127018671	127218672	down-regulated
ENSG00000144824	PHLDB2	3	111632497	111832498	up-regulated
ENSG00000126215	XRCC3	14	103615504	103815505	down-regulated
ENSG00000071991	CDH19	18	66504138	66704139	down-regulated
ENSG00000145569	OTULINL	5	14481792	14681793	up-regulated
ENSG00000187288	CIDEC	3	9780254	9980255	up-regulated
ENSG00000168496	FEN1	11	61692911	61892912	down-regulated
ENSG00000121621	KIF18A	11	28008156	28208157	down-regulated
ENSG00000105088	OLFM2	19	9836552	10036553	down-regulated
ENSG00000116133	DHCR24	1	54787195	54987196	up-regulated
ENSG00000133056	PIK3C2B	1	204394724	204594725	up-regulated
ENSG00000113924	HGD	3	120582269	120782270	up-regulated
ENSG00000197405	C5AR1	19	47190023	47390024	up-regulated
ENSG00000196584	XRCC2	7	152576141	152776142	down-regulated
ENSG00000067177	PHKA1	X	72614319	72814320	up-regulated
ENSG00000132646	PCNA	20	5026626	5226627	down-regulated
ENSG00000119771	KLHL29	2	23285179	23485180	up-regulated
ENSG00000171954	CYP4F22	19	15408525	15608526	up-regulated
ENSG00000132383	RPA1	17	1729702	1929703	down-regulated
ENSG00000010404	IDS	X	149421096	149621097	down-regulated
ENSG00000162607	USP1	1	62336297	62536298	down-regulated
ENSG00000039987	BEST2	19	12651702	12851703	up-regulated
ENSG00000185561	TLCD2	17	1610377	1810378	up-regulated
ENSG00000066735	KIF26A	14	104038723	104238724	down-regulated
ENSG00000256433	AC005840.3	12	6293879	6493880	up-regulated
ENSG00000145703	IQGAP2	5	76303285	76503286	up-regulated
ENSG00000163781	TOPBP1	3	133562380	133762381	down-regulated
ENSG00000180801	ARSJ	4	113879727	114079728	down-regulated
ENSG00000113719	ERGIC1	5	172734251	172934252	up-regulated
ENSG00000138180	CEP55	10	93396632	93596633	down-regulated
ENSG00000148175	STOM	9	121270304	121470305	up-regulated
ENSG00000077514	POLD3	11	74393851	74593852	down-regulated
ENSG00000150687	PRSS23	11	86691059	86891060	down-regulated
ENSG00000271601	LIX1L	1	145858017	146058018	up-regulated
ENSG00000198612	COPS8	2	236985882	237185883	up-regulated
ENSG00000154127	UBASH3B	11	122555722	122755723	down-regulated
ENSG00000146555	SDK1	7	3201252	3401253	up-regulated
ENSG00000105976	MET	7	116572196	116772197	down-regulated
ENSG00000138615	CILP	15	65111473	65311474	up-regulated
ENSG00000169398	PTK2	8	140902216	141102217	up-regulated
ENSG00000167747	C19orf48	19	50704929	50904930	down-regulated
ENSG00000049541	RFC2	7	74154458	74354459	down-regulated
ENSG00000128512	DOCK4	7	112106411	112306412	up-regulated
ENSG00000186871	ERCC6L	X	72139027	72339028	down-regulated
ENSG00000137198	GMPR	6	16138580	16338581	up-regulated
ENSG00000088387	DOCK9	13	98986625	99186626	up-regulated
ENSG00000068366	ACSL4	X	109633403	109833404	up-regulated
ENSG00000170264	FAM161A	2	61754143	61954144	down-regulated
ENSG00000168502	MTCL1	18	8605661	8805662	down-regulated
ENSG00000078018	MAP2	2	209324058	209524059	up-regulated
ENSG00000164120	HPGD	4	174423154	174623155	up-regulated
ENSG00000101868	POLA1	X	24593919	24793920	down-regulated
ENSG00000143845	ETNK2	1	204052044	204252045	up-regulated
ENSG00000162520	SYNC	1	32603596	32803597	up-regulated
ENSG00000140519	RHCG	15	89396589	89596590	up-regulated
ENSG00000109323	MANBA	4	102660994	102860995	up-regulated
ENSG00000011465	DCN	12	91082824	91282825	up-regulated
ENSG00000132436	FIGNL1	7	50442535	50642536	down-regulated
ENSG00000021826	CPS1	2	210377682	210577683	up-regulated
ENSG00000126216	TUBGCP3	13	112488205	112688206	down-regulated
ENSG00000165868	HSPA12A	10	116750236	116950237	down-regulated
ENSG00000125730	C3	19	6630562	6830563	up-regulated
ENSG00000161921	CXCL16	17	4639928	4839929	down-regulated
ENSG00000136436	CALCOCO2	17	48730988	48930989	up-regulated
ENSG00000171564	FGB	4	154462956	154662957	up-regulated
ENSG00000165006	UBAP1	9	34079005	34279006	up-regulated
ENSG00000054967	RELT	11	73276399	73476400	down-regulated
ENSG00000162852	CNST	1	246466444	246666445	up-regulated
ENSG00000152953	STK32B	4	4951480	5151481	down-regulated
ENSG00000205420	KRT6A	12	52393257	52593258	up-regulated
ENSG00000108599	AKAP10	17	19878343	20078344	up-regulated
ENSG00000167306	MYO5B	18	50095147	50295148	down-regulated
ENSG00000067900	ROCK1	18	21011813	21211814	up-regulated
ENSG00000181938	GINS3	16	58195080	58395081	down-regulated
ENSG00000187446	CHP1	15	41130839	41330840	up-regulated
ENSG00000166347	CYB5A	18	74191973	74391974	up-regulated
ENSG00000115756	HPCAL1	2	10202889	10402890	up-regulated
ENSG00000143228	NUF2	1	163166576	163366577	down-regulated
ENSG00000013573	DDX11	12	30973860	31173861	down-regulated
ENSG00000170471	RALGAPB	20	38372816	38572817	up-regulated
ENSG00000158445	KCNB1	20	49384297	49584298	up-regulated
ENSG00000074054	CLASP1	2	121549587	121749588	up-regulated
ENSG00000080618	CPB2	13	46005033	46205034	up-regulated
ENSG00000187764	SEMA4D	9	89398130	89598131	down-regulated
ENSG00000148672	GLUD1	10	86994843	87194844	up-regulated
ENSG00000174306	ZHX3	20	41217672	41417673	up-regulated
ENSG00000166821	PEX11A	15	89590783	89790784	up-regulated
ENSG00000113368	LMNB1	5	126676623	126876624	down-regulated
ENSG00000198554	WDHD1	14	54927105	55127106	down-regulated
ENSG00000170779	CDCA4	14	104921148	105121149	down-regulated
ENSG00000197142	ACSL5	10	112274018	112474019	up-regulated
ENSG00000177084	POLE	12	132587365	132787366	down-regulated
ENSG00000111581	NUP107	12	68586951	68786952	down-regulated
ENSG00000165813	CCDC186	10	114074232	114274233	up-regulated
ENSG00000089060	SLC8B1	12	113259493	113459494	up-regulated
ENSG00000108439	PNPO	17	47841506	48041507	up-regulated
ENSG00000163655	GMPS	3	155770650	155970651	down-regulated
ENSG00000073417	PDE8A	15	84880440	85080441	down-regulated
ENSG00000135046	ANXA1	9	73051865	73251866	down-regulated
ENSG00000118412	CASP8AP2	6	89729894	89929895	down-regulated
ENSG00000137309	HMGA1	6	34136873	34336874	down-regulated
ENSG00000167889	MGAT5B	17	76768456	76968457	down-regulated
ENSG00000187193	MT1X	16	56582470	56782471	up-regulated
ENSG00000160691	SHC1	1	154874395	155074396	up-regulated
ENSG00000135454	B4GALNT1	12	57533239	57733240	down-regulated
ENSG00000165891	E2F7	12	76965569	77165570	down-regulated
ENSG00000128849	CGNL1	15	57275967	57475968	down-regulated
ENSG00000172379	ARNT2	15	80304350	80504351	down-regulated
ENSG00000114999	TTL	2	112382156	112582157	down-regulated
ENSG00000065325	GLP2R	17	9722206	9922207	down-regulated
ENSG00000100297	MCM5	22	35300134	35500135	down-regulated
ENSG00000102393	GLA	X	101308012	101508013	down-regulated
ENSG00000135094	SDS	12	113326301	113526302	up-regulated
ENSG00000196136	SERPINA3	14	94512377	94712378	up-regulated
ENSG00000186907	RTN4RL2	11	57360528	57560529	down-regulated
ENSG00000131351	HAUS8	19	16975625	17175626	down-regulated
ENSG00000151849	CENPJ	13	24822889	25022890	down-regulated
ENSG00000157193	LRP8	1	53228469	53428470	down-regulated
ENSG00000104812	GYS1	19	48893310	49093311	up-regulated
ENSG00000123485	HJURP	2	233754566	233954567	down-regulated
ENSG00000119969	HELLS	10	94401434	94601435	down-regulated
ENSG00000149636	DSN1	20	36673818	36873819	down-regulated
