ensemblid	gene.name	chromosome	start	end	gene.regulation
ENSG00000138944	SHISAL1	22	44302951	44322952	down-regulated
ENSG00000198910	L1CAM	X	153876174	153896175	down-regulated
ENSG00000180801	ARSJ	4	113969727	113989728	down-regulated
ENSG00000101333	PLCB4	20	9058763	9078764	up-regulated
ENSG00000257219	LNCOG	12	76249836	76269837	up-regulated
ENSG00000251497	PITPNM2-AS1	12	123071384	123091385	up-regulated
ENSG00000225156	AC012354.1	2	44944664	44964665	up-regulated
ENSG00000168077	SCARA3	8	27623868	27643869	down-regulated
ENSG00000177602	HASPIN	17	3713903	3733904	down-regulated
ENSG00000109323	MANBA	4	102750994	102770995	up-regulated
ENSG00000106689	LHX2	9	123991670	124011671	down-regulated
ENSG00000007062	PROM1	4	16074378	16094379	up-regulated
ENSG00000101331	CCM2L	20	32000450	32020451	down-regulated
ENSG00000239911	PRKAG2-AS1	7	151867042	151887043	up-regulated
ENSG00000182010	RTKN2	10	62258844	62278845	down-regulated
ENSG00000078269	SYNJ2	6	157971863	157991864	down-regulated
ENSG00000062822	POLD1	19	50374204	50394205	down-regulated
ENSG00000173391	OLR1	12	10162138	10182139	down-regulated
ENSG00000169418	NPR1	1	153668688	153688689	up-regulated
ENSG00000137868	STRA6	15	74202267	74222268	up-regulated
ENSG00000187185	AC092118.1	16	57788186	57808187	down-regulated
ENSG00000143494	VASH2	1	212940520	212960521	down-regulated
ENSG00000204767	INSYN2B	5	169970495	169990496	down-regulated
ENSG00000085840	ORC1	1	52394423	52414424	down-regulated
ENSG00000054179	ENTPD2	9	137044061	137064062	up-regulated
ENSG00000187775	DNAH17	17	78567394	78587395	down-regulated
ENSG00000166924	NYAP1	7	100473927	100493928	up-regulated
ENSG00000103888	CEMIP	15	80769343	80789344	down-regulated
ENSG00000162073	PAQR4	16	2959245	2979246	down-regulated
ENSG00000183091	NEB	2	151724487	151744488	down-regulated
ENSG00000121039	RDH10	8	73284602	73304603	down-regulated
ENSG00000135919	SERPINE2	2	224029318	224049319	down-regulated
ENSG00000175832	ETV4	17	43569620	43589621	down-regulated
ENSG00000197375	SLC22A5	5	132359752	132379753	up-regulated
ENSG00000166821	PEX11A	15	89680783	89700784	up-regulated
ENSG00000104419	NDRG1	8	133292022	133312023	up-regulated
ENSG00000134013	LOXL2	8	23415328	23435329	down-regulated
ENSG00000105011	ASF1B	19	14126613	14146614	down-regulated
ENSG00000134363	FST	5	53470626	53490627	down-regulated
ENSG00000100784	RPS6KA5	14	91050641	91070642	down-regulated
ENSG00000196584	XRCC2	7	152666141	152686142	down-regulated
ENSG00000115556	PLCD4	2	218597855	218617856	down-regulated
ENSG00000158865	SLC5A11	16	24835841	24855842	down-regulated
ENSG00000135047	CTSL	9	87716109	87736110	down-regulated
ENSG00000177614	PGBD5	1	230416332	230436333	down-regulated
ENSG00000076555	ACACB	12	109106595	109126596	up-regulated
ENSG00000205502	C2CD4B	15	62155285	62175286	down-regulated
ENSG00000148498	PARD3	10	34805325	34825326	down-regulated
ENSG00000188486	H2AFX	11	119085467	119105468	down-regulated
ENSG00000160867	FGFR4	5	177076905	177096906	down-regulated
ENSG00000189143	CLDN4	7	73789542	73809543	down-regulated
ENSG00000113532	ST8SIA4	5	100893282	100913283	down-regulated
ENSG00000088836	SLC4A11	20	3229559	3249560	up-regulated
ENSG00000219438	TAFA5	22	48479460	48499461	down-regulated
ENSG00000136830	FAM129B	9	127568989	127588990	up-regulated
ENSG00000030419	IKZF2	2	213142427	213162428	up-regulated
ENSG00000148848	ADAM12	10	126378455	126398456	down-regulated
ENSG00000272636	DOC2B	17	171650	191651	up-regulated
ENSG00000117009	KMO	1	241522134	241542135	down-regulated
ENSG00000133121	STARD13	13	33340630	33360631	up-regulated
ENSG00000142623	PADI1	1	17195128	17215129	down-regulated
ENSG00000115353	TACR1	2	75189520	75209521	down-regulated
ENSG00000105605	CACNG7	19	53899335	53919336	down-regulated
ENSG00000173559	NABP1	2	191668068	191688069	up-regulated
ENSG00000105486	LIG1	19	48160603	48180604	down-regulated
ENSG00000091651	ORC6	16	46679643	46699644	down-regulated
ENSG00000170873	MTSS1	8	124718429	124738430	up-regulated
ENSG00000151012	SLC7A11	4	138232349	138252350	down-regulated
ENSG00000172824	CES4A	16	66978589	66998590	up-regulated
ENSG00000116254	CHD5	1	6170321	6190322	up-regulated
ENSG00000131779	PEX11B	1	145908717	145928718	up-regulated
ENSG00000248019	FAM13A-AS1	4	88699298	88719299	up-regulated
ENSG00000256802	AC022613.1	15	29664990	29684991	down-regulated
ENSG00000124942	AHNAK	11	62546235	62566236	up-regulated
ENSG00000214814	FER1L6	8	123841987	123861988	down-regulated
ENSG00000157514	TSC22D3	X	107767342	107787343	up-regulated
ENSG00000180044	C3orf80	3	160215496	160235497	down-regulated
ENSG00000106617	PRKAG2	7	151867125	151887126	up-regulated
ENSG00000169583	CLIC3	9	136986803	137006804	up-regulated
ENSG00000134853	PDGFRA	4	54219280	54239281	down-regulated
ENSG00000135525	MAP7	6	136540819	136560820	down-regulated
ENSG00000003147	ICA1	7	8252687	8272688	up-regulated
ENSG00000100033	PRODH	22	18926553	18946554	up-regulated
ENSG00000141449	GREB1L	18	21232242	21252243	up-regulated
ENSG00000090565	RAB11FIP3	16	415649	435650	up-regulated
ENSG00000197070	ARRDC1	9	137595685	137615686	up-regulated
ENSG00000244649	LINC02086	17	48636923	48656924	down-regulated
ENSG00000170412	GPRC5C	17	74414851	74434852	down-regulated
ENSG00000179772	FOXS1	20	31835619	31855620	down-regulated
ENSG00000082438	COBLL1	2	164833679	164853680	up-regulated
ENSG00000182795	C1orf116	1	207022756	207042757	up-regulated
ENSG00000175305	CCNE2	8	94886678	94906679	down-regulated
ENSG00000134339	SAA2	11	18238643	18258644	up-regulated
ENSG00000173482	PTPRM	18	7556782	7576783	up-regulated
ENSG00000132793	LPIN3	20	41330920	41350921	up-regulated
ENSG00000126351	THRA	17	40048290	40068291	up-regulated
ENSG00000146670	CDCA5	11	65074164	65094165	down-regulated
ENSG00000064687	ABCA7	19	1030101	1050102	up-regulated
ENSG00000100626	GALNT16	14	69249277	69269278	down-regulated
ENSG00000249199	AC026785.3	5	17365653	17385654	down-regulated
ENSG00000256433	AC005840.3	12	6383879	6403880	up-regulated
ENSG00000106483	SFRP4	7	38015695	38035696	down-regulated
ENSG00000134574	DDB2	11	47204465	47224466	down-regulated
ENSG00000115363	EVA1A	2	75559722	75579723	down-regulated
ENSG00000170382	LRRN2	1	204675738	204695739	down-regulated
ENSG00000116062	MSH6	2	47685530	47705531	down-regulated
ENSG00000144668	ITGA9	3	37442115	37462116	up-regulated
ENSG00000139438	FAM222A	12	109704228	109724229	down-regulated
ENSG00000231683	AL033397.1	6	53607171	53627172	down-regulated
ENSG00000146592	CREB5	7	28289321	28309322	down-regulated
ENSG00000050165	DKK3	11	11999769	12019770	up-regulated
ENSG00000204381	LAYN	11	111530280	111550281	down-regulated
ENSG00000248905	FMN1	15	33184733	33204734	down-regulated
ENSG00000167202	TBC1D2B	15	78067724	78087725	up-regulated
ENSG00000166311	SMPD1	11	6380440	6400441	up-regulated
ENSG00000155093	PTPRN2	7	158577823	158597824	up-regulated
ENSG00000166106	ADAMTS15	11	130438974	130458975	up-regulated
ENSG00000124575	HIST1H1D	6	26224933	26244934	down-regulated
ENSG00000181649	PHLDA2	11	2919420	2939421	down-regulated
ENSG00000233929	MT1XP1	1	16231398	16251399	up-regulated
ENSG00000203706	SERTAD4-AS1	1	210224047	210244048	down-regulated
ENSG00000251169	LINC01843	5	134496552	134516553	up-regulated
ENSG00000008441	NFIX	19	12985608	13005609	down-regulated
ENSG00000125430	HS3ST3B1	17	14291081	14311082	up-regulated
ENSG00000170779	CDCA4	14	105011148	105031149	down-regulated
ENSG00000163762	TM4SF18	3	149324414	149344415	down-regulated
ENSG00000137731	FXYD2	11	117818698	117838699	down-regulated
ENSG00000121753	ADGRB2	1	31754893	31774894	down-regulated
ENSG00000147003	CLTRN	X	15665012	15685013	down-regulated
ENSG00000075886	TUBA3D	2	131466119	131486120	up-regulated
ENSG00000101230	ISM1	20	13211274	13231275	down-regulated
ENSG00000081059	TCF7	5	134104681	134124682	down-regulated
ENSG00000132613	MTSS2	16	70676053	70696054	up-regulated
ENSG00000157851	DPYSL5	2	26837747	26857748	down-regulated
ENSG00000120539	MASTL	10	27144824	27164825	down-regulated
ENSG00000049541	RFC2	7	74244458	74264459	down-regulated
ENSG00000105825	TFPI2	7	93880753	93900754	down-regulated
ENSG00000124225	PMEPA1	20	57701536	57721537	down-regulated
ENSG00000137310	TCF19	6	31148547	31168548	down-regulated
ENSG00000026751	SLAMF7	1	160729057	160749058	down-regulated
ENSG00000141682	PMAIP1	18	59889948	59909949	down-regulated
ENSG00000168955	TM4SF20	2	227371995	227391996	down-regulated
ENSG00000133119	RFC3	13	33808069	33828070	down-regulated
ENSG00000188042	ARL4C	2	234487081	234507082	down-regulated
ENSG00000151725	CENPU	4	184724130	184744131	down-regulated
ENSG00000058668	ATP2B4	1	203616561	203636562	up-regulated
ENSG00000278108	MIR6757	12	53046944	53066945	up-regulated
ENSG00000167074	TEF	22	41357333	41377334	up-regulated
ENSG00000070540	WIPI1	17	68447513	68467514	up-regulated
ENSG00000141655	TNFRSF11A	18	62315287	62335288	down-regulated
ENSG00000082641	NFE2L1	17	48038329	48058330	up-regulated
ENSG00000197256	KANK2	19	11187791	11207792	up-regulated
ENSG00000234155	LINC02535	6	85380186	85400187	down-regulated
ENSG00000140526	ABHD2	15	89077459	89097460	up-regulated
ENSG00000089060	SLC8B1	12	113349493	113369494	up-regulated
ENSG00000163040	CCDC74A	2	131517675	131537676	down-regulated
ENSG00000137491	SLCO2B1	11	75090563	75110564	down-regulated
ENSG00000106462	EZH2	7	148874321	148894322	down-regulated
ENSG00000124664	SPDEF	6	34546333	34566334	down-regulated
ENSG00000149596	JPH2	20	44177578	44197579	up-regulated
ENSG00000140961	OSGIN1	16	83938282	83958283	down-regulated
ENSG00000006071	ABCC8	11	17466879	17486880	up-regulated
ENSG00000065618	COL17A1	10	104075880	104095881	down-regulated
ENSG00000138641	HERC3	4	88582434	88602435	up-regulated
ENSG00000152217	SETBP1	18	44670173	44690174	down-regulated
ENSG00000039139	DNAH5	5	13934543	13954544	up-regulated
ENSG00000134538	SLCO1B1	12	21121202	21141203	down-regulated
ENSG00000158292	GPR153	1	6251098	6271099	up-regulated
ENSG00000233006	MIR3936HG	5	132360170	132380171	up-regulated
ENSG00000172379	ARNT2	15	80394350	80414351	down-regulated
ENSG00000123159	GIPC1	19	14486149	14506150	up-regulated
ENSG00000132646	PCNA	20	5116626	5136627	down-regulated
ENSG00000204682	MIR1915HG	10	21487284	21507285	down-regulated
ENSG00000164379	FOXQ1	6	1302098	1322099	down-regulated
ENSG00000160957	RECQL4	8	144507845	144527846	down-regulated
ENSG00000131378	RFTN1	3	16504026	16524027	down-regulated
ENSG00000072041	SLC6A15	12	84903615	84923616	up-regulated
ENSG00000226674	TEX41	2	144656312	144676313	down-regulated
ENSG00000119915	ELOVL3	10	102216299	102236300	up-regulated
ENSG00000181634	TNFSF15	9	114796039	114816040	down-regulated
ENSG00000161011	SQSTM1	5	179796398	179816399	down-regulated
ENSG00000186185	KIF18B	17	44937711	44957712	down-regulated
ENSG00000157368	IL34	16	70569895	70589896	down-regulated
ENSG00000213949	ITGA1	5	52777896	52797897	up-regulated
ENSG00000161896	IP6K3	6	33736905	33756906	up-regulated
ENSG00000103154	NECAB2	16	83958632	83978633	down-regulated
ENSG00000093009	CDC45	22	19469459	19489460	down-regulated
