"Geneid" "ensemblid" "Length" "gene.name" "pvalue" "mean.expression" "fdr"
"ENSG00000099203.5" "ENSG00000099203" 1513 "TMED1" 0.292095955038191 208.521739130435 0.990703745787505
"ENSG00000104140.6" "ENSG00000104140" 1705 "RHOV" 0.59227033957059 81.695652173913 1
"ENSG00000188312.12" "ENSG00000188312" 9794 "CENPP" 0.0168006575412868 198.173913043478 0.248387721845429
"ENSG00000138101.17" "ENSG00000138101" 7146 "DTNB" 0.833584415771525 153.695652173913 1
"ENSG00000151014.5" "ENSG00000151014" 2504 "NOCT" 0.0729162163446254 153.565217391304 0.548122236287842
"ENSG00000154328.14" "ENSG00000154328" 3367 "NEIL2" 0.160250404744215 244.282608695652 0.799704481394449
"ENSG00000279088.1" "ENSG00000279088" 1236 "AC022400.8" 0.861625422518126 132.086956521739 1
"ENSG00000204564.10" "ENSG00000204564" 2118 "C6orf136" 0.22557988706586 149.173913043478 0.894906749928138
"ENSG00000173540.11" "ENSG00000173540" 6742 "GMPPB" 0.02143621464791 232.826086956522 0.287628014019105
"ENSG00000157388.12" "ENSG00000157388" 10657 "CACNA1D" 0.0653881146242984 168.260869565217 0.518671388435599
"ENSG00000140548.8" "ENSG00000140548" 4936 "ZNF710" 0.363162702922305 185.152173913043 1
"ENSG00000171163.14" "ENSG00000171163" 3929 "ZNF692" 0.898350172987772 166.826086956522 1
"ENSG00000119636.14" "ENSG00000119636" 4620 "BBOF1" 0.508049482786587 152.847826086957 1
"ENSG00000238578.1" "ENSG00000238578" 72 "SNORD4A" 0.455638696998596 89.3913043478261 1
"ENSG00000213903.7" "ENSG00000213903" 4465 "LTB4R" 0.753674942146879 189.913043478261 1
"ENSG00000278291.1" "ENSG00000278291" 4412 "AL161772.1" 0.0399300498104025 70.9782608695652 0.418197264533779
"ENSG00000160179.17" "ENSG00000160179" 6121 "ABCG1" 0.814270002429726 110.608695652174 1
"ENSG00000230629.2" "ENSG00000230629" 330 "RPS23P8" 0.0385763314881927 104.913043478261 0.410126956829032
"ENSG00000132394.9" "ENSG00000132394" 2421 "EEFSEC" 0.246652277997066 90.9565217391304 0.920103541432415
"ENSG00000223546.5" "ENSG00000223546" 4077 "LINC00630" 0.0483942695294848 95.3913043478261 0.464092374179773
"ENSG00000116663.9" "ENSG00000116663" 1811 "FBXO6" 0.0525017408317828 83.6086956521739 0.481660338241549
"ENSG00000204516.8" "ENSG00000204516" 2798 "MICB" 0.0995687269611566 182.434782608696 0.641385046273976
"ENSG00000160055.18" "ENSG00000160055" 3571 "TMEM234" 0.6507237191151 69.7173913043478 1
"ENSG00000166387.10" "ENSG00000166387" 9617 "PPFIBP2" 0.0152690665200634 177.260869565217 0.23262442073879
"ENSG00000067221.12" "ENSG00000067221" 10461 "STOML1" 0.593551557388492 77.8478260869565 1
"ENSG00000204147.8" "ENSG00000204147" 4309 "ASAH2B" 0.453153442538617 138.195652173913 1
"ENSG00000099849.13" "ENSG00000099849" 2492 "RASSF7" 0.287207309468429 224.326086956522 0.982031754117191
"ENSG00000119559.14" "ENSG00000119559" 5111 "C19orf25" 0.116241318719231 81.6739130434783 0.689121789754188
"ENSG00000114388.11" "ENSG00000114388" 3677 "NPRL2" 0.633289257467065 100.130434782609 1
"ENSG00000100490.8" "ENSG00000100490" 6149 "CDKL1" 0.724041139974968 134.304347826087 1
"ENSG00000213523.8" "ENSG00000213523" 3454 "SRA1" 0.360941160779717 242.434782608696 1
"ENSG00000228649.7" "ENSG00000228649" 2627 "SNHG26" 0.0942785036286479 136.739130434783 0.626551668494837
"ENSG00000233189.1" "ENSG00000233189" 457 "RPL12P29" 0.606237313613065 79.5217391304348 1
"ENSG00000213722.7" "ENSG00000213722" 2538 "DDAH2" 0.0297270255969967 237.45652173913 0.350591943305196
"ENSG00000109738.9" "ENSG00000109738" 3459 "GLRB" 0.190060071268223 149.739130434783 0.845672231760095
"ENSG00000184719.10" "ENSG00000184719" 3933 "RNLS" 0.027124210018918 193.173913043478 0.332386100749422
"ENSG00000135314.11" "ENSG00000135314" 3350 "KHDC1" 0.0233516415321867 75.5 0.302825329071879
"ENSG00000240230.4" "ENSG00000240230" 5542 "COX19" 0.142365031216923 195.260869565217 0.758921555755133
"ENSG00000137185.10" "ENSG00000137185" 3705 "ZSCAN9" 0.814589779752858 162.891304347826 1
"ENSG00000259673.4" "ENSG00000259673" 6732 "IQCH-AS1" 0.106508502106456 126.891304347826 0.660306860691348
"ENSG00000037965.5" "ENSG00000037965" 1889 "HOXC8" 0.0503681600763401 198.95652173913 0.471435689553896
"ENSG00000204304.10" "ENSG00000204304" 4344 "PBX2" 0.489284458036488 237.608695652174 1
"ENSG00000158301.17" "ENSG00000158301" 3975 "GPRASP2" 0.495891155787634 193.826086956522 1
"ENSG00000171806.10" "ENSG00000171806" 1578 "METTL18" 0.0349285872293207 113.586956521739 0.387559299466337
"ENSG00000100324.12" "ENSG00000100324" 4456 "TAB1" 0.828341791311393 172.673913043478 1
"ENSG00000114383.8" "ENSG00000114383" 2406 "TUSC2" 0.129787699178542 248.326086956522 0.727453378687403
"ENSG00000240682.8" "ENSG00000240682" 4102 "ISY1" 0.729203984931138 76.8695652173913 1
"ENSG00000225663.6" "ENSG00000225663" 3726 "MCRIP1" 0.166454650108833 172.130434782609 0.810629397265187
"ENSG00000143507.16" "ENSG00000143507" 2914 "DUSP10" 0.00472315535473292 83.1304347826087 0.10616628706199
"ENSG00000259820.1" "ENSG00000259820" 6253 "AC083843.3" 0.369180627227362 118.326086956522 1
"ENSG00000125652.6" "ENSG00000125652" 1455 "ALKBH7" 0.348090713958615 145.45652173913 1
"ENSG00000279759.1" "ENSG00000279759" 4765 "AC118344.2" 0.906174035557343 77.8913043478261 1
"ENSG00000276334.1" "ENSG00000276334" 1621 "AL133243.2" 0.473714836102594 77.5869565217391 1
"ENSG00000280088.1" "ENSG00000280088" 1750 "AC126474.2" 0.148873679769995 122.978260869565 0.772256978131288
"ENSG00000069712.10" "ENSG00000069712" 4556 NA 0.742631863200008 155.978260869565 1
"ENSG00000007080.9" "ENSG00000007080" 1660 "CCDC124" 0.889647729310192 108.978260869565 1
"ENSG00000277586.1" "ENSG00000277586" 4329 "NEFL" 0.97934882120287 176.45652173913 1
"ENSG00000204531.14" "ENSG00000204531" 2881 "POU5F1" 0.781208224128369 76.0217391304348 1
"ENSG00000167702.10" "ENSG00000167702" 4447 "KIFC2" 0.165761069493246 200.152173913043 0.810629397265187
"ENSG00000149809.13" "ENSG00000149809" 3408 "TM7SF2" 0.381997128358346 64.4130434782609 1
"ENSG00000278266.1" "ENSG00000278266" 2933 "AC079949.2" 0.517733531930365 83.1521739130435 1
"ENSG00000151611.12" "ENSG00000151611" 7677 "MMAA" 0.839891082905669 90.0652173913043 1
"ENSG00000244122.2" "ENSG00000244122" 4167 "UGT1A7" 0.977402419364412 217.95652173913 1
"ENSG00000214827.8" "ENSG00000214827" 2990 "MTCP1" 0.10710918415666 92.1086956521739 0.662265874601028
"ENSG00000171084.14" "ENSG00000171084" 2519 "FAM86JP" 0.151808996008791 110.347826086957 0.779246669405049
"ENSG00000184949.14" "ENSG00000184949" 10781 "FAM227A" 0.13716396415533 88.9130434782609 0.746991540069044
"ENSG00000133627.16" "ENSG00000133627" 6024 "ACTR3B" 0.153156305473314 129.934782608696 0.78337021766955
"ENSG00000256683.5" "ENSG00000256683" 4539 "ZNF350" 0.279590121243504 112.152173913043 0.972535616699497
"ENSG00000020181.16" "ENSG00000020181" 7061 "ADGRA2" 0.0281689426806037 79.304347826087 0.339339921542296
"ENSG00000069424.13" "ENSG00000069424" 9534 "KCNAB2" 0.019382354254308 189.086956521739 0.27117810140257
"ENSG00000213906.8" "ENSG00000213906" 3233 "LTB4R2" 0.695670509552952 73.195652173913 1
"ENSG00000130675.13" "ENSG00000130675" 4202 "MNX1" 0.00615849100905301 77.4565217391304 0.126566093000528
"ENSG00000205356.8" "ENSG00000205356" 9066 "TECPR1" 0.0301782537330185 195.391304347826 0.3538719116972
"ENSG00000229152.2" "ENSG00000229152" 800 "ANKRD10-IT1" 0.104448767188428 122.108695652174 0.655819475337729
"ENSG00000164418.18" "ENSG00000164418" 7375 "GRIK2" 0.942450181856588 69.804347826087 1
"ENSG00000171813.12" "ENSG00000171813" 2651 "PWWP2B" 0.0745657267988903 177.565217391304 0.555140183896761
"ENSG00000243587.6" "ENSG00000243587" 4362 NA 0.510241062594385 90.9130434782609 1
"ENSG00000100908.12" "ENSG00000100908" 1588 "EMC9" 0.414744240147479 218.108695652174 1
"ENSG00000151687.13" "ENSG00000151687" 5758 "ANKAR" 0.798784135641766 67.3260869565217 1
"ENSG00000050327.13" "ENSG00000050327" 5818 "ARHGEF5" 0.0354775708616632 64.195652173913 0.390996705252547
"ENSG00000148219.15" "ENSG00000148219" 8290 "ASTN2" 0.412857306267309 100.760869565217 1
"ENSG00000196312.10" "ENSG00000196312" 1313 "MFSD14C" 0.101364856978913 163.152173913043 0.645716364936152
"ENSG00000156345.16" "ENSG00000156345" 5727 "CDK20" 0.646656331987516 143.173913043478 1
"ENSG00000153363.11" "ENSG00000153363" 4448 "LINC00467" 0.131227606521832 69.9565217391304 0.731591789589822
"ENSG00000100890.14" "ENSG00000100890" 6982 "KIAA0391" 0.0205244015185082 190.260869565217 0.281084796816028
"ENSG00000179943.7" "ENSG00000179943" 6790 "FIZ1" 0.151428863001862 215.521739130435 0.77802173980136
"ENSG00000277476.1" "ENSG00000277476" 2735 "AC005332.5" 0.0871334412782022 103 0.600991210951021
"ENSG00000233476.3" "ENSG00000233476" 1384 "EEF1A1P6" 0.0366651546840126 94.1739130434783 0.398780534212037
"ENSG00000188167.7" "ENSG00000188167" 3966 "TMPPE" 0.218595865873592 113.021739130435 0.879802055513588
"ENSG00000184436.10" "ENSG00000184436" 2879 "THAP7" 0.0113942088693684 188 0.192263974978899
"ENSG00000097096.8" "ENSG00000097096" 6451 "SYDE2" 0.428378989063118 168.195652173913 1
"ENSG00000180822.10" "ENSG00000180822" 10418 "PSMG4" 0.127965144360306 99.5652173913043 0.723070806121763
"ENSG00000186314.10" "ENSG00000186314" 5375 "PRELID2" 0.0624315950009035 108.217391304348 0.507874937517101
"ENSG00000198353.7" "ENSG00000198353" 2725 "HOXC4" 0.0705791258620773 66.9782608695652 0.538790517419667
"ENSG00000262902.1" "ENSG00000262902" 625 "MTCO1P40" 0.754278589612057 105.847826086957 1
"ENSG00000240738.1" "ENSG00000240738" 744 "AF279873.2" 0.659851901901648 86.5217391304348 1
"ENSG00000143067.4" "ENSG00000143067" 5041 "ZNF697" 0.0452573340968589 164.239130434783 0.448884771758006
"ENSG00000238181.2" "ENSG00000238181" 1300 "AHCYP2" 0.77710876512022 139.347826086957 1
"ENSG00000248698.4" "ENSG00000248698" 2342 "LINC01085" 0.0218418890586878 103.173913043478 0.291496684893339
"ENSG00000122390.16" "ENSG00000122390" 5639 "NAA60" 0.796798174183888 149.45652173913 1
"ENSG00000047365.10" "ENSG00000047365" 12428 "ARAP2" 0.0124865570865938 82.5217391304348 0.203888329289425
"ENSG00000277972.1" "ENSG00000277972" 2663 "CISD3" 0.301049158303715 247.152173913043 1
"ENSG00000251129.1" "ENSG00000251129" 734 "LINC02506" 0.0276745716625946 72.9347826086957 0.336788957317647
"ENSG00000185513.13" "ENSG00000185513" 10674 "L3MBTL1" 0.423693596178978 69.5434782608696 1
"ENSG00000147813.14" "ENSG00000147813" 3079 "NAPRT" 0.742736361809627 118.108695652174 1
"ENSG00000104537.15" "ENSG00000104537" 3806 "ANXA13" 0.0519222301298757 135.608695652174 0.48011194694164
"ENSG00000119508.16" "ENSG00000119508" 6314 "NR4A3" 0.0289480491167347 89.9782608695652 0.344527378818491
"ENSG00000111752.9" "ENSG00000111752" 6090 "PHC1" 0.0650183282598055 141.54347826087 0.51667078520102
"ENSG00000134146.10" "ENSG00000134146" 9345 "DPH6" 0.25118380924248 146.565217391304 0.920103541432415
"ENSG00000165121.10" "ENSG00000165121" 1656 "AL353743.1" 0.0585326345901808 76.2173913043478 0.490472338309491
"ENSG00000125319.13" "ENSG00000125319" 3005 "C17orf53" 0.205574281556413 184.978260869565 0.855565153790093
"ENSG00000229358.3" "ENSG00000229358" 2594 "DPY19L1P1" 0.031390332281238 117.173913043478 0.36267076740518
"ENSG00000164978.16" "ENSG00000164978" 1075 "NUDT2" 0.763037165720892 78.304347826087 1
"ENSG00000132109.9" "ENSG00000132109" 1929 "TRIM21" 0.123430794415107 245.086956521739 0.708432789771202
"ENSG00000068001.12" "ENSG00000068001" 4545 "HYAL2" 0.782714251715605 231.086956521739 1
"ENSG00000011132.10" "ENSG00000011132" 5556 "AC005954.1" 0.822443274638229 99.2826086956522 1
"ENSG00000272602.4" "ENSG00000272602" 3933 "ZNF595" 0.0795326653261957 234.195652173913 0.574916853377026
"ENSG00000184967.5" "ENSG00000184967" 2029 "NOC4L" 0.300569816586963 200.326086956522 1
"ENSG00000138336.8" "ENSG00000138336" 9288 "TET1" 0.844526718076429 151.5 1
"ENSG00000140543.12" "ENSG00000140543" 2658 "DET1" 0.338487159105756 145.673913043478 1
"ENSG00000131697.16" "ENSG00000131697" 13167 "NPHP4" 0.167592918087723 248.847826086957 0.810629397265187
"ENSG00000128604.17" "ENSG00000128604" 4375 "IRF5" 0.696926540031871 127.565217391304 1
"ENSG00000251369.7" "ENSG00000251369" 5087 "ZNF550" 0.888733709645658 143.304347826087 1
"ENSG00000175768.11" "ENSG00000175768" 3644 "TOMM5" 0.0733770995976041 211.739130434783 0.549673905742122
"ENSG00000011332.18" "ENSG00000011332" 4800 "DPF1" 0.632806148335141 89.804347826087 1
"ENSG00000180818.4" "ENSG00000180818" 2331 "HOXC10" 0.617540017520743 131.130434782609 1
"ENSG00000124574.13" "ENSG00000124574" 8083 "ABCC10" 0.30353548339806 235.304347826087 1
"ENSG00000164066.11" "ENSG00000164066" 16066 "INTU" 0.911280261963429 282.739130434783 1
"ENSG00000103534.15" "ENSG00000103534" 6393 "TMC5" 0.00447715806054978 548.021739130435 0.101954800819365
"ENSG00000173545.4" "ENSG00000173545" 1699 "ZNF622" 0.808899253920315 609.282608695652 1
"ENSG00000165392.8" "ENSG00000165392" 5634 "WRN" 0.0375401844539395 982.891304347826 0.403345426393591
"ENSG00000167118.9" "ENSG00000167118" 4410 "URM1" 0.118112507261113 526.195652173913 0.694211187339864
"ENSG00000156304.13" "ENSG00000156304" 5901 "SCAF4" 0.0888812873872492 964.173913043478 0.606750215016139
"ENSG00000113068.8" "ENSG00000113068" 2156 "PFDN1" 0.149810751468559 973.239130434783 0.774252528577079
"ENSG00000132541.9" "ENSG00000132541" 1567 "RIDA" 0.438322310118542 839.695652173913 1
"ENSG00000083635.7" "ENSG00000083635" 3492 "NUFIP1" 0.271244295671982 437.021739130435 0.957324428728979
"ENSG00000176390.11" "ENSG00000176390" 4472 "CRLF3" 0.184910448081938 1010.17391304348 0.837826003941519
"ENSG00000183340.6" "ENSG00000183340" 3511 "JRKL" 0.511234271174336 407.95652173913 1
"ENSG00000116962.13" "ENSG00000116962" 5864 "NID1" 0.0776197488595512 835.434782608696 0.567058252237255
"ENSG00000183161.4" "ENSG00000183161" 4269 "FANCF" 0.973567901730296 319.847826086957 1
"ENSG00000104365.12" "ENSG00000104365" 10239 "IKBKB" 0.464628867649617 585.695652173913 1
"ENSG00000102265.10" "ENSG00000102265" 1541 "TIMP1" 0.4040012995278 439.673913043478 1
"ENSG00000033627.13" "ENSG00000033627" 10955 "ATP6V0A1" 0.580876377632336 983.673913043478 1
"ENSG00000185800.10" "ENSG00000185800" 5658 "DMWD" 0.342648249846093 327.065217391304 1
"ENSG00000176658.15" "ENSG00000176658" 8188 "MYO1D" 0.0312865082023208 408.5 0.362137739425221
"ENSG00000162714.11" "ENSG00000162714" 10531 "ZNF496" 0.0107566081127062 749.260869565217 0.18463064497594
"ENSG00000188010.11" "ENSG00000188010" 1364 "MORN2" 0.0725274562766306 285.913043478261 0.5460821782621
"ENSG00000079134.10" "ENSG00000079134" 8102 "THOC1" 0.148219739181223 963.54347826087 0.770765582056394
"ENSG00000153574.8" "ENSG00000153574" 1848 "RPIA" 0.0433682608745847 423.891304347826 0.438501274124893
"ENSG00000269858.4" "ENSG00000269858" 6577 "EGLN2" 0.600247895377 372.347826086957 1
"ENSG00000071205.10" "ENSG00000071205" 10759 "ARHGAP10" 0.746433003512408 400.95652173913 1
"ENSG00000139437.16" "ENSG00000139437" 9054 "TCHP" 0.312525228231299 499.673913043478 1
"ENSG00000173818.15" "ENSG00000173818" 7253 "ENDOV" 0.711743423504137 392.04347826087 1
"ENSG00000110200.7" "ENSG00000110200" 2883 "ANAPC15" 0.339835793950233 257.391304347826 1
"ENSG00000052126.13" "ENSG00000052126" 12558 "PLEKHA5" 0.228113587973771 554.608695652174 0.899221811521002
"ENSG00000121316.9" "ENSG00000121316" 2841 "PLBD1" 0.358591638593565 259.717391304348 1
"ENSG00000100418.7" "ENSG00000100418" 4972 "DESI1" 0.202047260025649 573.739130434783 0.848346020696379
"ENSG00000196155.11" "ENSG00000196155" 7328 "PLEKHG4" 0.17887153711021 328.326086956522 0.82358992732213
"ENSG00000100139.12" "ENSG00000100139" 5968 "MICALL1" 0.302873734259871 723.260869565217 1
"ENSG00000109436.7" "ENSG00000109436" 5603 "TBC1D9" 0.145806486354035 981.586956521739 0.765588481131271
"ENSG00000154370.12" "ENSG00000154370" 8493 "TRIM11" 0.0211852571352259 267.978260869565 0.286516433885112
"ENSG00000137054.14" "ENSG00000137054" 2512 "POLR1E" 0.09255567320767 1009.86956521739 0.621107820106458
"ENSG00000126775.8" "ENSG00000126775" 5052 "ATG14" 0.0940902133320023 630.760869565217 0.626211359076764
"ENSG00000104381.11" "ENSG00000104381" 4052 "GDAP1" 0.497483160866949 927.45652173913 1
"ENSG00000174227.14" "ENSG00000174227" 10895 "PIGG" 0.87018241718701 822.760869565217 1
"ENSG00000163322.12" "ENSG00000163322" 7777 "ABRAXAS1" 0.539513976658738 597.130434782609 1
"ENSG00000127328.20" "ENSG00000127328" 12612 "RAB3IP" 0.768586629476335 774.934782608696 1
"ENSG00000174915.10" "ENSG00000174915" 6113 "PTDSS2" 0.867965606743136 629 1
"ENSG00000121766.13" "ENSG00000121766" 1921 "ZCCHC17" 0.0389245015187169 412.934782608696 0.41223439421407
"ENSG00000154222.13" "ENSG00000154222" 7495 "CC2D1B" 0.0725724867559078 482.760869565217 0.546353213400246
"ENSG00000089818.15" "ENSG00000089818" 4155 "NECAP1" 0.278624220648955 758 0.970738982575503
"ENSG00000138780.13" "ENSG00000138780" 6295 "GSTCD" 0.0618459777739558 926.239130434783 0.50549057752732
"ENSG00000130844.15" "ENSG00000130844" 7728 "ZNF331" 0.143057806311389 593 0.760130483978891
"ENSG00000170633.15" "ENSG00000170633" 4719 "RNF34" 0.182698739850466 1012.84782608696 0.832256817389682
"ENSG00000174013.7" "ENSG00000174013" 5976 "FBXO45" 0.0811409592168209 747.782608695652 0.578663911839521
"ENSG00000147654.13" "ENSG00000147654" 3681 "EBAG9" 0.492488376133081 770.239130434783 1
"ENSG00000100983.8" "ENSG00000100983" 1922 "GSS" 0.843404850438121 988.717391304348 1
"ENSG00000164713.8" "ENSG00000164713" 5139 "BRI3" 0.228726921775008 789 0.900598295014504
"ENSG00000172081.12" "ENSG00000172081" 4149 "MOB3A" 0.016384966752294 514.282608695652 0.243671488585935
"ENSG00000170949.16" "ENSG00000170949" 8511 "ZNF160" 0.356160652119214 404.804347826087 1
"ENSG00000211445.10" "ENSG00000211445" 3163 "GPX3" 0.301434836292265 359.760869565217 1
"ENSG00000128891.14" "ENSG00000128891" 8648 "CCDC32" 0.198794972958482 261.173913043478 0.845672231760095
"ENSG00000155849.14" "ENSG00000155849" 9570 "ELMO1" 0.664360306242172 256.891304347826 1
"ENSG00000133884.8" "ENSG00000133884" 7715 "DPF2" 0.856962121005678 661.413043478261 1
"ENSG00000077238.12" "ENSG00000077238" 5894 "IL4R" 0.629249761116657 348.913043478261 1
"ENSG00000164896.18" "ENSG00000164896" 3805 "FASTK" 0.808141930865715 485.413043478261 1
"ENSG00000139637.12" "ENSG00000139637" 2509 "C12orf10" 0.330233090689839 298.869565217391 1
"ENSG00000204084.11" "ENSG00000204084" 8930 "INPP5B" 0.604783813979128 322.260869565217 1
"ENSG00000141664.8" "ENSG00000141664" 10235 "ZCCHC2" 0.508352450374298 616.804347826087 1
"ENSG00000164236.10" "ENSG00000164236" 9783 "ANKRD33B" 0.505907919492089 721.130434782609 1
"ENSG00000169612.3" "ENSG00000169612" 1568 "RAMAC" 0.942573513055746 661.717391304348 1
"ENSG00000105204.12" "ENSG00000105204" 3192 "DYRK1B" 0.483203685159581 700.108695652174 1
"ENSG00000105612.7" "ENSG00000105612" 2389 "DNASE2" 0.377722908251792 270 1
"ENSG00000110104.10" "ENSG00000110104" 2044 "CCDC86" 0.28141564523502 566.304347826087 0.975016467362647
"ENSG00000258441.1" "ENSG00000258441" 5715 "LINC00641" 0.0337301224587712 512.586956521739 0.379765263714419
"ENSG00000163528.11" "ENSG00000163528" 1772 "CHCHD4" 0.507583199062606 423.478260869565 1
"ENSG00000215908.6" "ENSG00000215908" 4514 "CROCCP2" 0.217413225102727 309.391304347826 0.877004408022424
"ENSG00000131652.12" "ENSG00000131652" 1860 "THOC6" 0.189372883594688 409.913043478261 0.845672231760095
"ENSG00000123989.12" "ENSG00000123989" 3354 "CHPF" 0.199518020130168 521.54347826087 0.845672231760095
"ENSG00000134986.12" "ENSG00000134986" 9337 "NREP" 0.564733219352416 364.260869565217 1
"ENSG00000125037.11" "ENSG00000125037" 4270 "EMC3" 0.108056063445804 813 0.665264137356733
"ENSG00000173141.4" "ENSG00000173141" 2246 "MRPL57" 0.105447050790642 733.95652173913 0.657721006049264
"ENSG00000110057.6" "ENSG00000110057" 3548 "UNC93B1" 0.603517741967434 733.54347826087 1
"ENSG00000183513.7" "ENSG00000183513" 2760 "COA5" 0.796842714771473 560.826086956522 1
"ENSG00000155008.12" "ENSG00000155008" 6548 "APOOL" 0.2460456222723 996.021739130435 0.920103541432415
"ENSG00000060656.18" "ENSG00000060656" 6682 "PTPRU" 0.0177020794627127 255.478260869565 0.255044038147511
"ENSG00000170899.9" "ENSG00000170899" 2175 "GSTA4" 0.105325468535258 263.630434782609 0.657420052984314
"ENSG00000099377.12" "ENSG00000099377" 2495 "HSD3B7" 0.267976660867652 266.195652173913 0.950840806010689
"ENSG00000159055.3" "ENSG00000159055" 1723 "MIS18A" 0.0153425463995697 781.760869565217 0.233391155403716
"ENSG00000170293.7" "ENSG00000170293" 1174 "CMTM8" 0.394895277158057 392.45652173913 1
"ENSG00000047579.18" "ENSG00000047579" 3052 "DTNBP1" 0.663451130229503 398.130434782609 1
"ENSG00000168795.4" "ENSG00000168795" 4627 "ZBTB5" 0.270589961621961 657.652173913043 0.956020175449242
"ENSG00000183155.4" "ENSG00000183155" 2430 "RABIF" 0.0626985581772313 331.5 0.508883104432834
"ENSG00000103811.14" "ENSG00000103811" 5892 "CTSH" 0.105813089107641 260.086956521739 0.658391506363255
"ENSG00000140199.10" "ENSG00000140199" 10056 "SLC12A6" 0.541867543447001 779.652173913043 1
"ENSG00000128655.15" "ENSG00000128655" 12498 "PDE11A" 0.401006047313465 602.369565217391 1
"ENSG00000163545.7" "ENSG00000163545" 3405 "NUAK2" 0.424576865223095 981.239130434783 1
"ENSG00000204272.9" "ENSG00000204272" 1529 "NBDY" 0.144762421739911 963.95652173913 0.76485385641951
"ENSG00000164970.13" "ENSG00000164970" 3782 "FAM219A" 0.797490239200656 345.239130434783 1
"ENSG00000110925.5" "ENSG00000110925" 5230 "CSRNP2" 0.376556554289341 904.217391304348 1
"ENSG00000188677.13" "ENSG00000188677" 7403 "PARVB" 0.586612609592753 471.695652173913 1
"ENSG00000135931.16" "ENSG00000135931" 9661 "ARMC9" 0.0116207578010562 437.369565217391 0.194589782414531
"ENSG00000114626.16" "ENSG00000114626" 6149 "ABTB1" 0.10851914074208 299.565217391304 0.666690014169954
"ENSG00000241399.5" "ENSG00000241399" 4075 "CD302" 0.245884418511238 268.260869565217 0.920103541432415
"ENSG00000042493.14" "ENSG00000042493" 2607 "CAPG" 0.931473737218113 901.130434782609 1
"ENSG00000054282.14" "ENSG00000054282" 5322 "SDCCAG8" 0.200218713119268 355.304347826087 0.845672231760095
"ENSG00000110536.12" "ENSG00000110536" 2740 "PTPMT1" 0.254148154315616 361.130434782609 0.923887655816289
"ENSG00000073464.10" "ENSG00000073464" 6789 "CLCN4" 0.133808473604523 536.217391304348 0.739104718954399
"ENSG00000173457.9" "ENSG00000173457" 1655 "PPP1R14B" 0.260824266299654 936.847826086957 0.936841111917557
"ENSG00000132357.12" "ENSG00000132357" 4399 "CARD6" 0.412043358872111 281.54347826087 1
"ENSG00000069974.14" "ENSG00000069974" 5605 "RAB27A" 0.784956779032228 276.586956521739 1
"ENSG00000139722.5" "ENSG00000139722" 5953 "VPS37B" 0.291040439877142 513.347826086957 0.988631217578001
"ENSG00000141384.10" "ENSG00000141384" 5395 "TAF4B" 0.0532849797460461 486.347826086957 0.481660338241549
"ENSG00000069509.5" "ENSG00000069509" 1399 "FUNDC1" 0.430582849566391 883.347826086957 1
"ENSG00000067646.10" "ENSG00000067646" 5527 "ZFY" 0.149580651273451 618.521739130435 0.773519710240436
"ENSG00000117640.16" "ENSG00000117640" 5817 "MTFR1L" 0.00780306417331847 853.739130434783 0.149067528213863
"ENSG00000132170.18" "ENSG00000132170" 4046 "PPARG" 0.0722461691728087 924.521739130435 0.545227588143686
"ENSG00000127527.12" "ENSG00000127527" 8431 "EPS15L1" 0.703228734441947 301.869565217391 1
"ENSG00000162694.12" "ENSG00000162694" 4834 "EXTL2" 0.371831675961394 713.826086956522 1
"ENSG00000070495.13" "ENSG00000070495" 5969 "JMJD6" 0.909192538827624 529 1
"ENSG00000157077.13" "ENSG00000157077" 5809 "ZFYVE9" 0.797475119637246 849.282608695652 1
"ENSG00000162971.9" "ENSG00000162971" 10496 "TYW5" 0.839132125123167 516.565217391304 1
"ENSG00000116954.7" "ENSG00000116954" 5167 "RRAGC" 0.744025178548512 1014.84782608696 1
"ENSG00000099812.7" "ENSG00000099812" 2967 "MISP" 0.218167588174873 782.217391304348 0.878883452978418
"ENSG00000072786.11" "ENSG00000072786" 9083 "STK10" 0.813583817987681 465.695652173913 1
"ENSG00000102221.12" "ENSG00000102221" 5137 "JADE3" 0.00647165322045633 602.673913043478 0.131471402660684
"ENSG00000171865.8" "ENSG00000171865" 2865 "RNASEH1" 0.0605229239877327 636.45652173913 0.499878193575042
"ENSG00000138286.13" "ENSG00000138286" 7473 "FAM149B1" 0.382690258143404 289.326086956522 1
"ENSG00000105483.15" "ENSG00000105483" 12927 "CARD8" 0.934216802922028 914.130434782609 1
"ENSG00000168310.9" "ENSG00000168310" 3116 "IRF2" 0.738528679710056 327.739130434783 1
"ENSG00000173511.8" "ENSG00000173511" 1545 "VEGFB" 0.307006397048939 569.04347826087 1
"ENSG00000188997.6" "ENSG00000188997" 4164 "KCTD21" 0.242201495969337 292.804347826087 0.920103541432415
"ENSG00000197841.13" "ENSG00000197841" 6266 "ZNF181" 0.319642295364721 369.347826086957 1
"ENSG00000178498.14" "ENSG00000178498" 4087 "DTX3" 0.663373009363856 263.152173913043 1
"ENSG00000260916.4" "ENSG00000260916" 8790 "CCPG1" 0.243914490754019 827.826086956522 0.920103541432415
"ENSG00000170100.12" "ENSG00000170100" 11273 "ZNF778" 0.0123045770632189 401.434782608696 0.202535001068266
"ENSG00000140830.7" "ENSG00000140830" 3170 "TXNL4B" 0.150481878073114 496.217391304348 0.776056909233981
