ensemblid	gene.name	chromosome	start	end	gene.regulation
ENSG00000132424	PNISR	6	99415331	99435332	random
ENSG00000132031	MATN3	2	20002668	20022669	random
ENSG00000069702	TGFBR3	1	91896335	91916336	random
ENSG00000169223	LMAN2	5	177341668	177361669	random
ENSG00000100567	PSMA3	14	58234843	58254844	random
ENSG00000144674	GOLGA4	3	37233177	37253178	random
ENSG00000111843	TMEM14C	6	10712915	10732916	random
ENSG00000009844	VTA1	6	142137162	142157163	random
ENSG00000211460	TSN	2	121727103	121747104	random
ENSG00000138246	DNAJC13	3	132407502	132427503	random
ENSG00000101843	PSMD10	X	108081549	108101550	random
ENSG00000136938	ANP32B	9	97973341	97993342	random
ENSG00000108854	SMURF2	17	64652307	64672308	random
ENSG00000197958	RPL12	9	127441406	127461407	random
ENSG00000146281	PM20D2	6	89136055	89156056	random
ENSG00000092108	SCFD1	14	30612112	30632113	random
ENSG00000109861	CTSC	11	88327761	88347762	random
ENSG00000179119	SPTY2D1	11	18624791	18644792	random
ENSG00000108107	RPL28	19	55375345	55395346	random
ENSG00000085491	SLC25A24	1	108190849	108210850	random
ENSG00000041353	RAB27B	18	54707860	54727861	random
ENSG00000162961	DPY30	2	32029805	32049806	random
ENSG00000119326	CTNNAL1	9	109003522	109023523	random
ENSG00000155368	DBI	2	119356921	119376922	random
ENSG00000198964	SGMS1	10	50615163	50635164	random
ENSG00000119912	IDE	10	92564076	92584077	random
ENSG00000090861	AARS	16	70279543	70299544	random
ENSG00000083896	YTHDC1	4	68340089	68360090	random
ENSG00000145425	RPS3A	4	151089624	151109625	random
ENSG00000147853	AK3	9	4732043	4752044	random
ENSG00000155508	CNOT8	5	154847553	154867554	random
ENSG00000170340	B3GNT2	2	62186115	62206116	random
ENSG00000168172	HOOK3	8	42886946	42906947	random
ENSG00000185591	SP1	12	53370176	53390177	random
ENSG00000089048	ESF1	20	13774886	13794887	random
ENSG00000105993	DNAJB6	7	157325381	157345382	random
ENSG00000176407	KCMF1	2	84961093	84981094	random
ENSG00000021355	SERPINB1	6	2831959	2851960	random
ENSG00000198911	SREBF2	22	41823079	41843080	random
ENSG00000276293	PIP4K2B	17	38790126	38810127	random
ENSG00000122642	FKBP9	7	32947404	32967405	random
ENSG00000164031	DNAJB14	4	99936618	99956619	random
ENSG00000115241	PPM1G	2	27399591	27419592	random
ENSG00000105926	MPP6	7	24563268	24583269	random
ENSG00000137509	PRCP	11	82960584	82980585	random
ENSG00000170445	HARS	5	140681537	140701538	random
ENSG00000151892	GFRA1	10	116263467	116283468	random
ENSG00000102804	TSC22D1	13	44567147	44587148	random
ENSG00000123600	METTL8	2	171424802	171444803	random
ENSG00000109572	CLCN3	4	169602633	169622634	random
ENSG00000185950	IRS2	13	109776583	109796584	random
ENSG00000021776	AQR	15	34959742	34979743	random
ENSG00000120533	ENY2	8	109324324	109344325	random
ENSG00000189079	ARID2	12	45719706	45739707	random
ENSG00000102181	CD99L2	X	150888816	150908817	random
ENSG00000177156	TALDO1	11	737415	757416	random
ENSG00000126012	KDM5C	X	53215422	53235423	random
ENSG00000155975	VPS37A	8	17236931	17256932	random
ENSG00000146425	DYNLT1	6	158634743	158654744	random
ENSG00000159063	ALG8	11	78129653	78149654	random
ENSG00000068097	HEATR6	17	60068931	60088932	random
ENSG00000133639	BTG1	12	92135846	92155847	random
ENSG00000087502	ERGIC2	12	29371189	29391190	random
ENSG00000177106	EPS8L2	11	684438	704439	random
ENSG00000108179	PPIF	10	79337469	79357470	random
ENSG00000105202	FBL	19	39836379	39856380	random
ENSG00000167863	ATP5PD	17	75036985	75056986	random
ENSG00000196850	PPTC7	12	110573318	110593319	random
ENSG00000080603	SRCAP	16	30688209	30708210	random
ENSG00000134684	YARS	1	32808153	32828154	random
ENSG00000110756	HPS5	11	18312198	18332199	random
ENSG00000068120	COASY	17	42551467	42571468	random
ENSG00000145337	PYURF	4	88513776	88533777	random
ENSG00000138138	ATAD1	10	87831343	87851344	random
ENSG00000185651	UBE2L3	22	21539447	21559448	random
ENSG00000198862	LTN1	21	28982956	29002957	random
ENSG00000014824	SLC30A9	4	41980502	42000503	random
ENSG00000148606	POLR3A	10	78019515	78039516	random
ENSG00000166266	CUL5	11	107998898	108018899	random
ENSG00000140463	BBS4	15	72676179	72696180	random
ENSG00000104852	SNRNP70	19	49075419	49095420	random
ENSG00000164818	DNAAF5	7	716699	736700	random
ENSG00000115307	AUP1	2	74519760	74539761	random
ENSG00000253352	TUG1	22	30959245	30979246	random
ENSG00000143442	POGZ	1	151449494	151469495	random
ENSG00000230989	HSBP1	16	83797843	83817844	random
ENSG00000163848	ZNF148	3	125365354	125385355	random
ENSG00000137168	PPIL1	6	36864803	36884804	random
ENSG00000163479	SSR2	1	156010951	156030952	random
ENSG00000174243	DDX23	12	48842842	48862843	random
ENSG00000158435	CNOT11	2	101242886	101262887	random
ENSG00000117593	DARS2	1	173814653	173834654	random
ENSG00000124532	MRS2	6	24392908	24412909	random
ENSG00000128463	EMC4	15	34215013	34235014	random
ENSG00000115364	MRPL19	2	75636783	75656784	random
ENSG00000116750	UCHL5	1	193050080	193070081	random
ENSG00000122692	SMU1	9	33066674	33086675	random
ENSG00000166170	BAG5	14	103552831	103572832	random
ENSG00000186591	UBE2H	7	129942949	129962950	random
ENSG00000119318	RAD23B	9	107273137	107293138	random
ENSG00000104219	ZDHHC2	8	17146482	17166483	random
ENSG00000150712	MTMR12	5	32302987	32322988	random
ENSG00000196792	STRN3	14	31016401	31036402	random
ENSG00000213699	SLC35F6	2	26754284	26774285	random
ENSG00000100714	MTHFD1	14	64378031	64398032	random
ENSG00000108010	GLRX3	10	130126391	130146392	random
ENSG00000120690	ELF1	13	41051440	41071441	random
ENSG00000127914	AKAP9	7	91930867	91950868	random
ENSG00000086289	EPDR1	7	37673843	37693844	random
ENSG00000171302	CANT1	17	78999867	79019868	random
ENSG00000103994	ZNF106	15	42481141	42501142	random
ENSG00000114744	COMMD2	3	149742495	149762496	random
ENSG00000126803	HSPA2	14	64525905	64545906	random
ENSG00000143179	UCK2	1	165817614	165837615	random
ENSG00000088888	MAVS	20	3836799	3856800	random
ENSG00000105185	PDCD5	19	32571190	32591191	random
ENSG00000166747	AP1G1	16	71799201	71819202	random
ENSG00000167468	GPX4	19	1093926	1113927	random
ENSG00000172809	RPL38	17	74193582	74213583	random
ENSG00000088888	MAVS	20	3836799	3856800	random
ENSG00000115365	LANCL1	2	210467652	210487653	random
ENSG00000144895	EIF2A	3	150536678	150556679	random
ENSG00000157827	FMNL2	2	152325174	152345175	random
ENSG00000106105	GARS	7	30584838	30604839	random
ENSG00000130635	COL5A1	9	134631774	134651775	random
ENSG00000165219	GAPVD1	9	125251794	125271795	random
ENSG00000169230	PRELID1	5	177293799	177313800	random
ENSG00000106682	EIF4H	7	74164245	74184246	random
ENSG00000049449	RCN1	11	32080904	32100905	random
ENSG00000047315	POLR2B	4	56967722	56987723	random
ENSG00000106609	TMEM248	7	66911225	66931226	random
ENSG00000141279	NPEPPS	17	47512942	47532943	random
ENSG00000170315	UBB	17	16370798	16390799	random
ENSG00000198146	ZNF770	15	34978287	34998288	random
ENSG00000140157	NIPA2	15	22828641	22848642	random
ENSG00000111481	COPZ1	12	54291202	54311203	random
ENSG00000163320	CGGBP1	3	88139885	88159886	random
ENSG00000079785	DDX1	2	15581178	15601179	random
ENSG00000156675	RAB11FIP1	8	37889467	37909468	random
ENSG00000113441	LNPEP	5	96925394	96945395	random
ENSG00000009844	VTA1	6	142137162	142157163	random
ENSG00000075151	EIF4G3	1	21166888	21186889	random
ENSG00000108349	CASC3	17	40130318	40150319	random
ENSG00000088986	DYNLL1	12	120459850	120479851	random
ENSG00000136021	SCYL2	12	100257140	100277141	random
ENSG00000114439	BBX	3	107512936	107532937	random
ENSG00000011566	MAP4K3	2	39427301	39447302	random
ENSG00000188157	AGRN	1	1010120	1030121	random
ENSG00000197930	ERO1A	14	52685900	52705901	random
ENSG00000120137	PANK3	5	168569368	168589369	random
ENSG00000091317	CMTM6	3	32492852	32512853	random
ENSG00000155096	AZIN1	8	102883864	102903865	random
ENSG00000105819	PMPCB	7	103287435	103307436	random
ENSG00000100380	ST13	22	40846639	40866640	random
ENSG00000114354	TFG	3	100699331	100719332	random
ENSG00000033050	ABCF2	7	151217205	151237206	random
ENSG00000132466	ANKRD17	4	73248798	73268799	random
ENSG00000181222	POLR2A	17	7474366	7494367	random
ENSG00000129083	COPB1	11	14490027	14510028	random
ENSG00000174780	SRP72	4	56457617	56477618	random
ENSG00000134871	COL4A2	13	110295812	110315813	random
ENSG00000168374	ARF4	3	57588220	57608221	random
ENSG00000163931	TKT	3	53246052	53266053	random
ENSG00000118246	FASTKD2	2	206755357	206775358	random
ENSG00000119285	HEATR1	1	236594516	236614517	random
ENSG00000205060	SLC35B4	7	134306930	134326931	random
ENSG00000142534	RPS11	19	49486365	49506366	random
ENSG00000147677	EIF3H	8	116756925	116776926	random
ENSG00000169018	FEM1B	15	68267745	68287746	random
ENSG00000167526	RPL13	16	89550657	89570658	random
ENSG00000101384	JAG1	20	10663999	10684000	random
ENSG00000107651	SEC23IP	10	119882730	119902731	random
ENSG00000124151	NCOA3	20	47491887	47511888	random
ENSG00000169813	HNRNPF	10	43399166	43419167	random
ENSG00000225733	FGD5-AS1	3	14938424	14958425	random
ENSG00000144357	UBR3	2	169817458	169837459	random
ENSG00000096746	HNRNPH3	10	68321174	68341175	random
ENSG00000070831	CDC42	1	22015511	22035512	random
ENSG00000181555	SETD2	3	47153967	47173968	random
ENSG00000078747	ITCH	20	34353241	34373242	random
ENSG00000166441	RPL27A	11	8672788	8692789	random
ENSG00000136527	TRA2B	3	185928103	185948104	random
ENSG00000119787	ATL2	2	38367285	38387286	random
ENSG00000221823	PPP3R1	2	68246237	68266238	random
ENSG00000019186	CYP24A1	20	54163986	54183987	random
ENSG00000105968	H2AFV	7	44838083	44858084	random
ENSG00000155506	LARP1	5	154702843	154722844	random
ENSG00000123575	FAM199X	X	104156453	104176454	random
ENSG00000165434	PGM2L1	11	74388433	74408434	random
ENSG00000146648	EGFR	7	55009017	55029018	random
ENSG00000188725	SMIM15	5	61152468	61172469	random
ENSG00000088986	DYNLL1	12	120459850	120479851	random
ENSG00000002834	LASP1	17	38859859	38879860	random
ENSG00000166747	AP1G1	16	71799201	71819202	random
ENSG00000106263	EIF3B	7	2344086	2364087	random
ENSG00000143742	SRP9	1	225767813	225787814	random
ENSG00000005022	SLC25A5	X	119458422	119478423	random
ENSG00000135766	EGLN1	1	231412287	231432288	random
ENSG00000145920	CPLX2	5	175786310	175806311	random
ENSG00000136450	SRSF1	17	57997346	58017347	random
ENSG00000125107	CNOT1	16	58619885	58639886	random
ENSG00000035862	TIMP2	17	78915387	78935388	random
ENSG00000105438	KDELR1	19	48381551	48401552	random
ENSG00000111142	METAP2	12	95463520	95483521	random
ENSG00000104341	LAPTM4B	8	97765057	97785058	random
ENSG00000118257	NRP2	2	205671990	205691991	random
ENSG00000029363	BCLAF1	6	136279851	136299852	random
ENSG00000110880	CORO1C	12	108721596	108741597	random
ENSG00000137575	SDCBP	8	58542924	58562925	random
ENSG00000160131	VMA21	X	151386515	151406516	random
ENSG00000197102	DYNC1H1	14	101954573	101974574	random
ENSG00000143933	CALM2	2	47166921	47186922	random
ENSG00000107372	ZFAND5	9	72355235	72375236	random
ENSG00000100201	DDX17	22	38497660	38517661	random
ENSG00000143870	PDIA6	2	10827977	10847978	random
ENSG00000105193	RPS16	19	39425949	39445950	random
ENSG00000137154	RPS6	9	19370254	19390255	random
ENSG00000167978	SRRM2	16	2742626	2762627	random
ENSG00000165672	PRDX3	10	119168812	119188813	random
ENSG00000149925	ALDOA	16	30054164	30074165	random
ENSG00000113013	HSPA9	5	138565416	138585417	random
ENSG00000197956	S100A6	1	153526244	153546245	random
ENSG00000100644	HIF1A	14	61685513	61705514	random
ENSG00000122566	HNRNPA2B1	7	26191529	26211530	random
ENSG00000198712	MT-CO2	MT	0	17587	random
ENSG00000168385	SEPT2	2	241305100	241325101	random
ENSG00000198712	MT-CO2	MT	0	17587	random
ENSG00000111319	SCNN1A	12	6367730	6387731	up-late
ENSG00000114107	CEP70	3	138584538	138604539	up-late
ENSG00000173698	ADGRG2	X	19112637	19132638	up-late
ENSG00000155465	SLC7A7	14	22819820	22839821	up-eraly
ENSG00000182749	PAQR7	1	25861253	25881254	up-eraly
ENSG00000185432	METTL7A	12	50913472	50933473	up-eraly
ENSG00000058668	ATP2B4	1	203616561	203636562	up-late
ENSG00000213853	EMP2	16	10570632	10590633	up-eraly
ENSG00000189057	FAM111B	11	59097185	59117186	down-late
ENSG00000105928	GSDME	7	24747940	24767941	up-late
ENSG00000086062	B4GALT1	9	33157356	33177357	up-late
ENSG00000114423	CBLB	3	105859552	105879553	up-late
ENSG00000094804	CDC6	17	40277879	40297880	down-early
ENSG00000173715	C11orf80	11	66734451	66754452	up-late
ENSG00000168411	RFWD3	16	74656877	74676878	down-late
ENSG00000112414	ADGRG6	6	142291854	142311855	up-eraly
ENSG00000166741	NNMT	11	114247787	114267788	up-eraly
ENSG00000120539	MASTL	10	27144824	27164825	down-late
ENSG00000069188	SDK2	17	73634445	73654446	up-eraly
ENSG00000174371	EXO1	1	241837967	241857968	down-late
ENSG00000076003	MCM6	2	135866443	135886444	down-late
ENSG00000072071	ADGRL1	19	14196187	14216188	up-late
ENSG00000122952	ZWINT	10	56351273	56371274	down-late
ENSG00000065328	MCM10	10	13151554	13171555	down-late
ENSG00000132965	ALOX5AP	13	30703478	30723479	up-late
ENSG00000092470	WDR76	15	43816980	43836981	down-late
ENSG00000146670	CDCA5	11	65074164	65094165	down-late
ENSG00000189221	MAOA	X	43644907	43664908	up-eraly
ENSG00000185745	IFIT1	10	89382546	89402547	up-eraly
ENSG00000145687	SSBP2	5	81741797	81761798	up-late
ENSG00000167513	CDT1	16	88793789	88813790	down-early
ENSG00000095002	MSH2	2	47392969	47412970	down-late
ENSG00000133401	PDZD2	5	31629131	31649132	up-eraly
ENSG00000151726	ACSL1	4	184816818	184836819	up-eraly
ENSG00000143476	DTL	1	212025553	212045554	down-late
ENSG00000155254	MARVELD1	10	97703173	97723174	up-eraly
ENSG00000116062	MSH6	2	47685530	47705531	down-early
ENSG00000104738	MCM4	8	47950185	47970186	down-late
ENSG00000066629	EML1	14	99727693	99747694	down-late
ENSG00000152767	FARP1	13	98132562	98152563	up-late
ENSG00000162434	JAK1	1	64956549	64976550	up-late
ENSG00000167670	CHAF1A	19	4392640	4412641	down-early
ENSG00000147689	FAM83A	8	123168960	123188961	up-late
ENSG00000131069	ACSS2	20	34862146	34882147	up-late
ENSG00000164045	CDC25A	3	48178402	48198403	down-late
ENSG00000078114	NEBL	10	21164187	21184188	up-eraly
ENSG00000179593	ALOX15B	17	8029034	8049035	up-late
ENSG00000102763	VWA8	13	41951120	41971121	up-late
ENSG00000143382	ADAMTSL4	1	150539369	150559370	up-late
ENSG00000163918	RFC4	3	186797058	186817059	down-early
ENSG00000135519	KCNH3	12	49529030	49549031	down-late
ENSG00000117592	PRDX6	1	173467330	173487331	up-late
ENSG00000160949	TONSL	8	144434440	144454441	down-early
ENSG00000129292	PHF20L1	8	132765358	132785359	up-late
ENSG00000134531	EMP1	12	13186723	13206724	up-eraly
ENSG00000167323	STIM1	11	3844527	3864528	up-eraly
ENSG00000136824	SMC2	9	104084260	104104261	down-early
ENSG00000213625	LEPROT	1	65410587	65430588	up-eraly
ENSG00000175643	RMI2	16	11239619	11259620	down-late
ENSG00000166402	TUB	11	8009244	8029245	down-late
ENSG00000158769	F11R	1	161011343	161031344	up-late
ENSG00000138356	AOX1	2	200576014	200596015	up-eraly
ENSG00000140525	FANCI	15	89233949	89253950	down-early
ENSG00000131724	IL13RA1	X	118717133	118737134	up-late
ENSG00000131016	AKAP12	6	151229967	151249968	up-late
ENSG00000133216	EPHB2	1	22700839	22720840	down-early
ENSG00000221829	FANCG	9	35070016	35090017	down-early
ENSG00000197256	KANK2	19	11187791	11207792	up-late
ENSG00000159259	CHAF1B	21	36375392	36395393	down-late
ENSG00000187741	FANCA	16	89806657	89826658	down-early
ENSG00000183092	BEGAIN	14	100577413	100597414	down-early
ENSG00000213949	ITGA1	5	52777896	52797897	up-late
ENSG00000131323	TRAF3	14	102767476	102787477	down-early
ENSG00000116667	C1orf21	1	184377029	184397030	up-late
ENSG00000160796	NBEAL2	3	46969683	46989684	up-late
ENSG00000163082	SGPP2	2	222414543	222434544	up-eraly
ENSG00000104044	OCA2	15	28089315	28109316	up-late
ENSG00000122862	SRGN	10	69078103	69098104	up-eraly
ENSG00000137809	ITGA11	15	68422163	68442164	down-early
ENSG00000161533	ACOX1	17	75969177	75989178	up-late
ENSG00000165244	ZNF367	9	96408370	96428371	down-late
ENSG00000167325	RRM1	11	4084707	4104708	down-late
ENSG00000175130	MARCKSL1	1	32326233	32346234	down-late
ENSG00000154065	ANKRD29	18	23652911	23672912	up-late
ENSG00000117594	HSD11B1	1	209676178	209696179	up-eraly
ENSG00000171560	FGA	4	154580745	154600746	up-eraly
ENSG00000124225	PMEPA1	20	57701536	57721537	down-late
ENSG00000133131	MORC4	X	106990212	107010213	down-late
ENSG00000177602	HASPIN	17	3713903	3733904	down-late
ENSG00000154678	PDE1C	7	32289329	32309330	down-late
ENSG00000173559	NABP1	2	191668068	191688069	up-late
ENSG00000159640	ACE	17	63467061	63487062	up-eraly
ENSG00000104332	SFRP1	8	41299473	41319474	down-early
ENSG00000271447	MMP28	17	35785707	35805708	up-late
ENSG00000115461	IGFBP5	2	216685549	216705550	down-late
ENSG00000109805	NCAPG	4	17800979	17820980	down-late
ENSG00000158470	B4GALT5	20	49703878	49723879	up-eraly
ENSG00000092853	CLSPN	1	35759978	35779979	down-late
ENSG00000111445	RFC5	12	118003588	118023589	down-late
ENSG00000141338	ABCA8	17	68945392	68965393	up-late
ENSG00000180287	PLD5	1	242514696	242534697	up-eraly
ENSG00000205726	ITSN1	21	33632400	33652401	up-eraly
ENSG00000112118	MCM3	6	52274881	52294882	down-late
ENSG00000147536	GINS4	8	41519218	41539219	down-late
ENSG00000158747	NBL1	1	19586979	19606980	up-late
ENSG00000152689	RASGRP3	2	33426324	33446325	down-late
ENSG00000186198	SLC51B	15	65035387	65055388	up-late
ENSG00000115902	SLC1A4	2	64978477	64998478	down-early
ENSG00000163993	S100P	4	6683878	6703879	up-eraly
ENSG00000106462	EZH2	7	148874321	148894322	down-early
ENSG00000101412	E2F1	20	33676385	33696386	down-late
ENSG00000166825	ANPEP	15	89805401	89825402	up-eraly
ENSG00000181885	CLDN7	17	7253983	7273984	up-eraly
ENSG00000168785	TSPAN5	4	98648611	98668612	down-late
ENSG00000132915	PDE6A	5	149934793	149954794	up-eraly
ENSG00000054277	OPN3	1	241667376	241687377	up-late
ENSG00000177189	RPS6KA3	X	20257519	20277520	down-late
ENSG00000168447	SCNN1B	16	23268231	23288232	up-late
ENSG00000012048	BRCA1	17	43160245	43180246	down-late
ENSG00000276980	AC008760.2	19	6707742	6727743	up-late
ENSG00000137699	TRIM29	11	120175529	120195530	up-eraly
ENSG00000122786	CALD1	7	134734252	134754253	up-late
ENSG00000175662	TOM1L2	17	17962422	17982423	up-eraly
ENSG00000131470	PSMC3IP	17	42567831	42587832	down-early
ENSG00000130518	IQCN	19	18264509	18284510	up-late
ENSG00000147324	MFHAS1	8	8883630	8903631	down-late
ENSG00000234127	TRIM26	6	30203427	30223428	up-late
ENSG00000146674	IGFBP3	7	45911874	45931875	down-early
ENSG00000169604	ANTXR1	2	69003178	69023179	down-late
ENSG00000137522	RNF121	11	71919018	71939019	down-early
ENSG00000111249	CUX2	12	111024165	111044166	up-eraly
ENSG00000138641	HERC3	4	88582434	88602435	up-eraly
ENSG00000166589	CDH16	16	66908917	66928918	up-eraly
ENSG00000144554	FANCD2	3	10016414	10036415	down-early
ENSG00000133119	RFC3	13	33808069	33828070	down-late
ENSG00000146374	RSPO3	6	127108671	127128672	down-late
ENSG00000144824	PHLDB2	3	111722497	111742498	up-late
ENSG00000126215	XRCC3	14	103705504	103725505	down-late
ENSG00000071991	CDH19	18	66594138	66614139	down-late
ENSG00000145569	OTULINL	5	14571792	14591793	up-eraly
ENSG00000187288	CIDEC	3	9870254	9890255	up-late
ENSG00000168496	FEN1	11	61782911	61802912	down-late
ENSG00000121621	KIF18A	11	28098156	28118157	down-late
ENSG00000105088	OLFM2	19	9926552	9946553	down-early
ENSG00000116133	DHCR24	1	54877195	54897196	up-late
ENSG00000133056	PIK3C2B	1	204484724	204504725	up-late
ENSG00000113924	HGD	3	120672269	120692270	up-late
ENSG00000197405	C5AR1	19	47280023	47300024	up-late
ENSG00000196584	XRCC2	7	152666141	152686142	down-late
ENSG00000067177	PHKA1	X	72704319	72724320	up-eraly
ENSG00000132646	PCNA	20	5116626	5136627	down-late
ENSG00000119771	KLHL29	2	23375179	23395180	up-eraly
ENSG00000171954	CYP4F22	19	15498525	15518526	up-late
ENSG00000132383	RPA1	17	1819702	1839703	down-early
ENSG00000010404	IDS	X	149511096	149531097	down-late
ENSG00000162607	USP1	1	62426297	62446298	down-late
ENSG00000039987	BEST2	19	12741702	12761703	up-eraly
ENSG00000185561	TLCD2	17	1700377	1720378	up-eraly
ENSG00000066735	KIF26A	14	104128723	104148724	down-early
ENSG00000256433	AC005840.3	12	6383879	6403880	up-late
ENSG00000145703	IQGAP2	5	76393285	76413286	up-late
ENSG00000163781	TOPBP1	3	133652380	133672381	down-late
ENSG00000180801	ARSJ	4	113969727	113989728	down-late
ENSG00000113719	ERGIC1	5	172824251	172844252	up-eraly
ENSG00000138180	CEP55	10	93486632	93506633	down-late
ENSG00000148175	STOM	9	121360304	121380305	up-eraly
ENSG00000077514	POLD3	11	74483851	74503852	down-late
ENSG00000150687	PRSS23	11	86781059	86801060	down-late
ENSG00000271601	LIX1L	1	145948017	145968018	up-late
ENSG00000198612	COPS8	2	237075882	237095883	up-eraly
ENSG00000154127	UBASH3B	11	122645722	122665723	down-late
ENSG00000146555	SDK1	7	3291252	3311253	up-late
ENSG00000105976	MET	7	116662196	116682197	down-late
ENSG00000138615	CILP	15	65201473	65221474	up-eraly
ENSG00000169398	PTK2	8	140992216	141012217	up-eraly
ENSG00000167747	C19orf48	19	50794929	50814930	down-early
ENSG00000049541	RFC2	7	74244458	74264459	down-late
ENSG00000128512	DOCK4	7	112196411	112216412	up-eraly
ENSG00000186871	ERCC6L	X	72229027	72249028	down-late
ENSG00000137198	GMPR	6	16228580	16248581	up-eraly
ENSG00000088387	DOCK9	13	99076625	99096626	up-late
ENSG00000068366	ACSL4	X	109723403	109743404	up-late
ENSG00000170264	FAM161A	2	61844143	61864144	down-late
ENSG00000168502	MTCL1	18	8695661	8715662	down-late
ENSG00000078018	MAP2	2	209414058	209434059	up-late
ENSG00000164120	HPGD	4	174513154	174533155	up-eraly
ENSG00000101868	POLA1	X	24683919	24703920	down-late
ENSG00000143845	ETNK2	1	204142044	204162045	up-eraly
ENSG00000162520	SYNC	1	32693596	32713597	up-late
ENSG00000140519	RHCG	15	89486589	89506590	up-late
ENSG00000109323	MANBA	4	102750994	102770995	up-late
ENSG00000011465	DCN	12	91172824	91192825	up-late
ENSG00000132436	FIGNL1	7	50532535	50552536	down-late
ENSG00000021826	CPS1	2	210467682	210487683	up-late
ENSG00000126216	TUBGCP3	13	112578205	112598206	down-late
ENSG00000165868	HSPA12A	10	116840236	116860237	down-late
ENSG00000125730	C3	19	6720562	6740563	up-eraly
ENSG00000161921	CXCL16	17	4729928	4749929	down-late
ENSG00000136436	CALCOCO2	17	48820988	48840989	up-late
ENSG00000171564	FGB	4	154552956	154572957	up-late
ENSG00000165006	UBAP1	9	34169005	34189006	up-late
ENSG00000054967	RELT	11	73366399	73386400	down-late
ENSG00000162852	CNST	1	246556444	246576445	up-eraly
ENSG00000152953	STK32B	4	5041480	5061481	down-late
ENSG00000205420	KRT6A	12	52483257	52503258	up-eraly
ENSG00000108599	AKAP10	17	19968343	19988344	up-eraly
ENSG00000167306	MYO5B	18	50185147	50205148	down-late
ENSG00000067900	ROCK1	18	21101813	21121814	up-late
ENSG00000181938	GINS3	16	58285080	58305081	down-late
ENSG00000187446	CHP1	15	41220839	41240840	up-late
ENSG00000166347	CYB5A	18	74281973	74301974	up-late
ENSG00000115756	HPCAL1	2	10292889	10312890	up-eraly
ENSG00000143228	NUF2	1	163256576	163276577	down-late
ENSG00000013573	DDX11	12	31063860	31083861	down-early
ENSG00000170471	RALGAPB	20	38462816	38482817	up-late
ENSG00000158445	KCNB1	20	49474297	49494298	up-eraly
ENSG00000074054	CLASP1	2	121639587	121659588	up-late
ENSG00000080618	CPB2	13	46095033	46115034	up-late
ENSG00000187764	SEMA4D	9	89488130	89508131	down-early
ENSG00000148672	GLUD1	10	87084843	87104844	up-late
ENSG00000174306	ZHX3	20	41307672	41327673	up-eraly
ENSG00000166821	PEX11A	15	89680783	89700784	up-late
ENSG00000113368	LMNB1	5	126766623	126786624	down-late
ENSG00000198554	WDHD1	14	55017105	55037106	down-late
ENSG00000170779	CDCA4	14	105011148	105031149	down-late
ENSG00000197142	ACSL5	10	112364018	112384019	up-late
ENSG00000177084	POLE	12	132677365	132697366	down-early
ENSG00000111581	NUP107	12	68676951	68696952	down-early
ENSG00000165813	CCDC186	10	114164232	114184233	up-late
ENSG00000089060	SLC8B1	12	113349493	113369494	up-late
ENSG00000108439	PNPO	17	47931506	47951507	up-late
ENSG00000163655	GMPS	3	155860650	155880651	down-late
ENSG00000073417	PDE8A	15	84970440	84990441	down-early
ENSG00000135046	ANXA1	9	73141865	73161866	down-late
ENSG00000118412	CASP8AP2	6	89819894	89839895	down-late
ENSG00000137309	HMGA1	6	34226873	34246874	down-early
ENSG00000167889	MGAT5B	17	76858456	76878457	down-early
ENSG00000187193	MT1X	16	56672470	56692471	up-eraly
ENSG00000160691	SHC1	1	154964395	154984396	up-eraly
ENSG00000135454	B4GALNT1	12	57623239	57643240	down-late
ENSG00000165891	E2F7	12	77055569	77075570	down-late
ENSG00000128849	CGNL1	15	57365967	57385968	down-late
ENSG00000172379	ARNT2	15	80394350	80414351	down-late
ENSG00000114999	TTL	2	112472156	112492157	down-late
ENSG00000065325	GLP2R	17	9812206	9832207	down-early
ENSG00000100297	MCM5	22	35390134	35410135	down-early
ENSG00000102393	GLA	X	101398012	101418013	down-early
ENSG00000135094	SDS	12	113416301	113436302	up-late
ENSG00000196136	SERPINA3	14	94602377	94622378	up-eraly
ENSG00000186907	RTN4RL2	11	57450528	57470529	down-early
ENSG00000131351	HAUS8	19	17065625	17085626	down-late
ENSG00000151849	CENPJ	13	24912889	24932890	down-late
ENSG00000157193	LRP8	1	53318469	53338470	down-early
ENSG00000104812	GYS1	19	48983310	49003311	up-late
ENSG00000123485	HJURP	2	233844566	233864567	down-late
ENSG00000119969	HELLS	10	94491434	94511435	down-late
ENSG00000149636	DSN1	20	36763818	36783819	down-late
ENSG00000051180	RAD51	15	40684774	40704775	down-late
ENSG00000012660	ELOVL5	6	53339179	53359180	up-late
ENSG00000112029	FBXO5	6	152973579	152993580	down-late
ENSG00000198959	TGM2	20	38156578	38176579	up-late
ENSG00000197977	ELOVL2	6	11034305	11054306	down-late
ENSG00000012983	MAP4K5	14	50551126	50571127	down-late
ENSG00000148229	POLE3	9	113400675	113420676	down-late
ENSG00000092068	SLC7A8	14	23173674	23193675	up-late
ENSG00000064787	BCAS1	20	54060594	54080595	down-early
ENSG00000148498	PARD3	10	34805325	34825326	down-early
ENSG00000111602	TIMELESS	12	56439426	56459427	down-early
ENSG00000107185	RGP1	9	35739287	35759288	up-eraly
ENSG00000184661	CDCA2	8	25449199	25469200	down-late
